"user_sn","prac_sn","date","during_time","score_rate","binary_res","items_ans_time","indicator_name","subject_name"
"169813","51487747","2024-03-05 10:58:46","24","100","1@XX@1@XX@","10270@XX@14287@XX@","推論理解[五]/ 段落形式推論","國語文108"
"14314","51487749","2024-03-05 10:59:05","7","100","1@XX@1@XX@","3822@XX@3202@XX@","推論理解[五]/ 段落形式推論","國語文108"
"174793","51487763","2024-03-05 10:58:53","28","50","0@XX@1@XX@","8269@XX@20322@XX@","推論理解[五]/ 段落形式推論","國語文108"
"224032","51487764","2024-03-05 10:59:15","6","100","1@XX@1@XX@","3480@XX@3177@XX@","推論理解[五]/ 段落形式推論","國語文108"
"283450","51487767","2024-03-05 10:58:12","70","100","1@XX@1@XX@","37105@XX@32235@XX@","推論理解[五]/ 段落形式推論","國語文108"
"30835","51487773","2024-03-05 10:59:13","11","100","1@XX@1@XX@","6114@XX@4572@XX@","推論理解[五]/ 段落形式推論","國語文108"
"149800","51487779","2024-03-05 10:59:11","16","100","1@XX@1@XX@","6426@XX@9232@XX@","推論理解[五]/ 段落形式推論","國語文108"
"87634","51487780","2024-03-05 10:58:54","33","100","1@XX@1@XX@","11581@XX@21477@XX@","推論理解[五]/ 段落形式推論","國語文108"
"296062","51487784","2024-03-05 10:58:38","51","100","1@XX@1@XX@","29132@XX@22442@XX@","推論理解[五]/ 段落形式推論","國語文108"
"260608","51487787","2024-03-05 10:58:45","45","50","0@XX@1@XX@","25117@XX@20532@XX@","推論理解[五]/ 段落形式推論","國語文108"
"169813","51487789","2024-03-05 10:59:22","9","100","1@XX@1@XX@","4766@XX@4567@XX@","推論理解[五]/ 段落形式推論","國語文108"
"6828","51487795","2024-03-05 10:59:05","31","50","0@XX@1@XX@","19482@XX@11515@XX@","文章[五]/段落結構","國語文108"
"283450","51487796","2024-03-05 10:59:30","9","100","1@XX@1@XX@","3088@XX@5326@XX@","推論理解[五]/ 段落形式推論","國語文108"
"108886","51487797","2024-03-05 10:59:10","31","100","1@XX@1@XX@","13311@XX@18092@XX@","推論理解[五]/ 段落形式推論","國語文108"
"174793","51487804","2024-03-05 10:59:33","10","50","1@XX@0@XX@","2760@XX@7406@XX@","文章[五]/語句組織","國語文108"
"169813","51487809","2024-03-05 10:59:38","9","100","1@XX@1@XX@","4245@XX@4100@XX@","推論理解[五]/ 段落形式推論","國語文108"
"283450","51487813","2024-03-05 10:59:42","6","100","1@XX@1@XX@","2731@XX@3544@XX@","推論理解[五]/ 段落形式推論","國語文108"
"260608","51487817","2024-03-05 10:59:42","8","100","1@XX@1@XX@","4842@XX@3924@XX@","推論理解[五]/ 段落形式推論","國語文108"
"6828","51487821","2024-03-05 10:59:40","12","100","1@XX@1@XX@","7654@XX@3962@XX@","文章[五]/段落結構","國語文108"
"87634","51487822","2024-03-05 10:59:41","11","100","1@XX@1@XX@","6445@XX@4798@XX@","推論理解[五]/ 段落形式推論","國語文108"
"316786","51487825","2024-03-05 10:59:08","47","100","1@XX@1@XX@","23522@XX@23019@XX@","推論理解[五]/ 段落形式推論","國語文108"
"169813","51487849","2024-03-05 10:59:59","12","100","1@XX@1@XX@","8476@XX@3834@XX@","推論理解[五]/ 段落形式推論","國語文108"
"163096","51487853","2024-03-05 10:59:17","59","50","0@XX@1@XX@","16792@XX@42155@XX@","推論理解[五]/ 段落形式推論","國語文108"
"304753","51487891","2024-03-05 10:59:40","59","50","0@XX@1@XX@","24151@XX@34055@XX@","推論理解[五]/ 段落形式推論","國語文108"
"304753","51487922","2024-03-05 11:00:47","16","50","0@XX@1@XX@","8586@XX@8115@XX@","推論理解[五]/ 段落形式推論","國語文108"
"225274","51487945","2024-03-05 11:01:01","16","100","1@XX@1@XX@","11677@XX@4579@XX@","推論理解[五]/段落工具推論","國語文108"
"14314","51487949","2024-03-05 11:01:12","7","100","1@XX@1@XX@","4386@XX@3379@XX@","推論理解[五]/ 段落形式推論","國語文108"
"79642","51487951","2024-03-05 11:01:10","11","50","0@XX@1@XX@","4852@XX@5788@XX@","推論理解[五]/ 段落形式推論","國語文108"
"304753","51487953","2024-03-05 11:01:11","12","100","1@XX@1@XX@","7314@XX@4711@XX@","推論理解[五]/ 段落形式推論","國語文108"
"79642","51487982","2024-03-05 11:01:27","12","50","0@XX@1@XX@","7386@XX@5313@XX@","推論理解[五]/ 段落形式推論","國語文108"
"79642","51488006","2024-03-05 11:01:44","17","50","0@XX@1@XX@","6599@XX@10157@XX@","推論理解[五]/ 段落形式推論","國語文108"
"143323","51488008","2024-03-05 10:59:10","173","50","0@XX@1@XX@","50330@XX@122610@XX@","推論理解[五]/ 段落形式推論","國語文108"
"143323","51488023","2024-03-05 11:02:07","9","100","1@XX@1@XX@","3998@XX@5086@XX@","推論理解[五]/ 段落形式推論","國語文108"
"79642","51488025","2024-03-05 11:02:09","8","100","1@XX@1@XX@","3748@XX@4236@XX@","推論理解[五]/ 段落形式推論","國語文108"
"216079","51488028","2024-03-05 11:02:03","16","100","1@XX@1@XX@","8474@XX@7175@XX@","推論理解[五]/段落工具推論","國語文108"
"143323","51488041","2024-03-05 11:02:20","9","100","1@XX@1@XX@","5082@XX@3852@XX@","推論理解[五]/ 段落形式推論","國語文108"
"260608","51488085","2024-03-05 11:02:16","53","100","1@XX@1@XX@","23970@XX@28924@XX@","推論理解[五]/ 段落角色推論","國語文108"
"224032","51488087","2024-03-05 11:02:59","11","100","1@XX@1@XX@","5934@XX@4820@XX@","推論理解[五]/ 段落形式推論","國語文108"
"23415","51488147","2024-03-05 11:01:30","140","50","1@XX@0@XX@","71110@XX@68928@XX@","推論理解[五]/ 段落形式推論","國語文108"
"224032","51488199","2024-03-05 11:03:47","41","0","0@XX@0@XX@","9107@XX@31788@XX@","推論理解[五]/ 段落角色推論","國語文108"
"4381","51488236","2024-03-05 11:04:09","42","100","1@XX@1@XX@","22829@XX@18335@XX@","推論理解[五]/ 段落角色推論","國語文108"
"224032","51488243","2024-03-05 11:04:42","13","100","1@XX@1@XX@","5866@XX@6542@XX@","推論理解[五]/ 段落角色推論","國語文108"
"316786","51488248","2024-03-05 11:03:33","85","100","1@XX@1@XX@","19214@XX@65764@XX@","推論理解[五]/ 段落角色推論","國語文108"
"225274","51488253","2024-03-05 11:03:55","66","100","1@XX@1@XX@","44369@XX@22342@XX@","推論理解[五]/ 段落形式推論","國語文108"
"224032","51488263","2024-03-05 11:05:01","7","100","1@XX@1@XX@","3253@XX@3864@XX@","推論理解[五]/ 段落角色推論","國語文108"
"14314","51488268","2024-03-05 11:04:46","26","100","1@XX@1@XX@","4075@XX@22074@XX@","推論理解[五]/ 段落角色推論","國語文108"
"316786","51488272","2024-03-05 11:05:08","8","100","1@XX@1@XX@","4524@XX@3573@XX@","推論理解[五]/ 段落角色推論","國語文108"
"30835","51488273","2024-03-05 11:04:01","76","100","1@XX@1@XX@","41283@XX@34213@XX@","推論理解[五]/ 段落角色推論","國語文108"
"296062","51488277","2024-03-05 11:03:56","83","100","1@XX@1@XX@","40211@XX@42088@XX@","推論理解[五]/ 段落角色推論","國語文108"
"149800","51488280","2024-03-05 11:04:53","28","100","1@XX@1@XX@","11103@XX@17149@XX@","推論理解[五]/ 段落角色推論","國語文108"
"14314","51488284","2024-03-05 11:05:18","7","100","1@XX@1@XX@","3350@XX@3819@XX@","推論理解[五]/ 段落角色推論","國語文108"
"316786","51488289","2024-03-05 11:05:21","7","100","1@XX@1@XX@","2799@XX@4380@XX@","推論理解[五]/ 段落角色推論","國語文108"
"30835","51488291","2024-03-05 11:05:23","8","100","1@XX@1@XX@","2669@XX@4895@XX@","推論理解[五]/ 段落角色推論","國語文108"
"14314","51488300","2024-03-05 11:05:29","8","100","1@XX@1@XX@","3429@XX@4789@XX@","推論理解[五]/ 段落角色推論","國語文108"
"6828","51488303","2024-03-05 11:04:36","65","100","1@XX@1@XX@","40190@XX@24734@XX@","推論理解[五]/ 段落角色推論","國語文108"
"30835","51488305","2024-03-05 11:05:34","8","100","1@XX@1@XX@","3118@XX@4608@XX@","推論理解[五]/ 段落角色推論","國語文108"
"304753","51488309","2024-03-05 11:05:38","10","100","1@XX@1@XX@","5007@XX@4837@XX@","推論理解[五]/ 段落形式推論","國語文108"
"195388","51488339","2024-03-05 11:05:34","37","100","1@XX@1@XX@","11019@XX@26220@XX@","推論理解[五]/ 段落形式推論","國語文108"
"169813","51488382","2024-03-05 11:06:28","21","100","1@XX@1@XX@","11175@XX@9924@XX@","推論理解[五]/ 段落角色推論","國語文108"
"195388","51488391","2024-03-05 11:06:40","12","100","1@XX@1@XX@","7723@XX@4957@XX@","推論理解[五]/段落工具推論","國語文108"
"283450","51488399","2024-03-05 11:06:26","37","100","1@XX@1@XX@","24736@XX@13062@XX@","推論理解[五]/ 段落角色推論","國語文108"
"169813","51488404","2024-03-05 11:06:54","12","100","1@XX@1@XX@","6223@XX@5428@XX@","推論理解[五]/ 段落角色推論","國語文108"
"283450","51488413","2024-03-05 11:07:07","7","100","1@XX@1@XX@","2829@XX@3732@XX@","推論理解[五]/ 段落角色推論","國語文108"
"174793","51488419","2024-03-05 11:07:00","19","100","1@XX@1@XX@","14847@XX@3830@XX@","推論理解[五]/ 段落角色推論","國語文108"
"169813","51488421","2024-03-05 11:07:11","10","100","1@XX@1@XX@","5753@XX@4816@XX@","推論理解[五]/ 段落角色推論","國語文108"
"283450","51488422","2024-03-05 11:07:17","6","100","1@XX@1@XX@","3117@XX@3151@XX@","推論理解[五]/ 段落角色推論","國語文108"
"272512","51488498","2024-03-05 11:08:03","34","100","1@XX@1@XX@","25646@XX@8618@XX@","推論理解[五]/段落工具推論","國語文108"
"272512","51488534","2024-03-05 11:08:53","21","0","0@XX@0@XX@","13004@XX@8457@XX@","推論理解[五]/ 段落形式推論","國語文108"
"272512","51488548","2024-03-05 11:09:20","9","0","0@XX@0@XX@","4791@XX@4471@XX@","推論理解[五]/ 段落形式推論","國語文108"
"272512","51488566","2024-03-05 11:09:34","11","0","0@XX@0@XX@","5640@XX@4769@XX@","推論理解[五]/ 段落形式推論","國語文108"
"272512","51488581","2024-03-05 11:09:50","9","100","1@XX@1@XX@","4143@XX@5222@XX@","推論理解[五]/ 段落形式推論","國語文108"
"216079","51488589","2024-03-05 11:09:18","55","0","0@XX@0@XX@","11574@XX@43283@XX@","推論理解[五]/ 段落形式推論","國語文108"
"225274","51488649","2024-03-05 11:10:06","63","100","1@XX@1@XX@","43487@XX@19262@XX@","推論理解[五]/ 段落角色推論","國語文108"
"216079","51488650","2024-03-05 11:11:00","9","100","1@XX@1@XX@","3623@XX@5547@XX@","推論理解[五]/ 段落形式推論","國語文108"
"283450","51488713","2024-03-05 11:12:46","8","100","1@XX@1@XX@","3705@XX@4571@XX@","推論理解[五]/段落工具推論","國語文108"
"13328","51494778","2024-03-05 13:12:28","7","100","1@XX@1@XX@","4170@XX@2885@XX@","東西方星座傳說故事","自然108"
"313897","51494790","2024-03-05 13:12:43","11","100","1@XX@1@XX@","8333@XX@10031@XX@6121@XX@4512@XX@",NULL,NULL
"13328","51494795","2024-03-05 13:12:42","17","50","1@XX@0@XX@","8633@XX@8366@XX@","認識星星的顏色與星等","自然108"
"13328","51494804","2024-03-05 13:13:05","4","100","1@XX@1@XX@","1823@XX@1608@XX@","認識星星的顏色與星等","自然108"
"313897","51494885","2024-03-05 13:14:32","9","0","0@XX@0@XX@","4663@XX@4705@XX@",NULL,NULL
"313897","51494911","2024-03-05 13:14:49","21","50","1@XX@0@XX@","11129@XX@8986@XX@",NULL,NULL
"313897","51494924","2024-03-05 13:15:13","8","100","1@XX@1@XX@","3886@XX@3757@XX@",NULL,NULL
"313897","51494984","2024-03-05 13:16:21","21","0","0@XX@0@XX@","6628@XX@14159@XX@",NULL,NULL
"313897","51494991","2024-03-05 13:16:48","7","50","1@XX@0@XX@","3644@XX@3524@XX@",NULL,NULL
"313897","51494999","2024-03-05 13:16:58","6","100","1@XX@1@XX@","2935@XX@3027@XX@",NULL,NULL
"221236","51495022","2024-03-05 13:17:32","11","100","1@XX@1@XX@","6652@XX@4037@XX@","東西方星座傳說故事","自然108"
"221236","51495030","2024-03-05 13:17:47","8","100","1@XX@1@XX@","4552@XX@3422@XX@","東西方星座傳說故事","自然108"
"221236","51495034","2024-03-05 13:17:58","5","100","1@XX@1@XX@","2050@XX@2031@XX@","東西方星座傳說故事","自然108"
"221236","51495065","2024-03-05 13:18:10","18","50","0@XX@1@XX@","15090@XX@2801@XX@","認識星星的顏色與星等","自然108"
"221236","51495075","2024-03-05 13:18:30","7","100","1@XX@1@XX@","2526@XX@4411@XX@","認識星星的顏色與星等","自然108"
"221236","51495077","2024-03-05 13:18:40","4","100","1@XX@1@XX@","2041@XX@2013@XX@","認識星星的顏色與星等","自然108"
"65038","51495213","2024-03-05 13:21:45","8","50","0@XX@1@XX@","3229@XX@4706@XX@",NULL,NULL
"128932","51547296","2024-03-06 15:52:36","33","100","1@XX@1@XX@","13877@XX@19403@XX@","能正確使用量角器。","數學108"
"128932","51547305","2024-03-06 15:53:23","16","50","1@XX@0@XX@","8461@XX@7629@XX@","能認識旋轉角與旋轉方向。","數學108"
"128932","51547317","2024-03-06 15:53:54","14","100","1@XX@1@XX@","5721@XX@8517@XX@","能認識旋轉角與旋轉方向。","數學108"
"128932","51547333","2024-03-06 15:54:39","28","100","1@XX@1@XX@","15165@XX@12662@XX@","能認識旋轉中心、始邊、終邊與旋轉角的關係。","數學108"
"128932","51547341","2024-03-06 15:55:19","13","100","1@XX@1@XX@","5418@XX@6938@XX@","能理解鈍角與銳角。","數學108"
"128932","51547582","2024-03-06 16:10:19","14","50","0@XX@1@XX@","9779@XX@3947@XX@","能用「無條件捨去法」取概數到指定位數，並做加減估算。","數學108"
"128932","51547589","2024-03-06 16:10:40","8","100","1@XX@1@XX@","4307@XX@3262@XX@","能用「無條件捨去法」取概數到指定位數，並做加減估算。","數學108"
"128932","51547605","2024-03-06 16:11:16","9","0","0@XX@0@XX@","5997@XX@3434@XX@","能用「無條件進入法」取概數到指定位數，並做加減估算。","數學108"
"128932","51547608","2024-03-06 16:11:38","6","100","1@XX@1@XX@","3202@XX@2716@XX@","能用「無條件進入法」取概數到指定位數，並做加減估算。","數學108"
"128932","51548322","2024-03-06 16:29:54","12","0","0@XX@0@XX@","8989@XX@2382@XX@","能在併式記錄中引入括號，並知道括號內的運算應先計算。","數學108"
"128932","51548332","2024-03-06 16:30:14","5","100","1@XX@1@XX@","2233@XX@2297@XX@","能在併式記錄中引入括號，並知道括號內的運算應先計算。","數學108"
"128932","51548387","2024-03-06 16:30:33","56","50","0@XX@1@XX@","51353@XX@4216@XX@","能用併式記錄加乘混合、減乘混合等兩步驟問題。","數學108"
"128932","51548393","2024-03-06 16:31:32","6","100","1@XX@1@XX@","3326@XX@2579@XX@","能用併式記錄加乘混合、減乘混合等兩步驟問題。","數學108"
"128932","51548404","2024-03-06 16:31:49","17","100","1@XX@1@XX@","9690@XX@7482@XX@","能運用加法結合律在四則混合計算中。","數學108"
"62947","51553738","2024-03-06 20:45:14","6","50","0@XX@1@XX@","3601@XX@2710@XX@","東西方星座傳說故事","自然108"
"62947","51553751","2024-03-06 20:45:32","5","50","1@XX@0@XX@","2817@XX@2466@XX@","認識星星的顏色與星等","自然108"
"62947","51553765","2024-03-06 20:45:46","6","0","0@XX@0@XX@","2385@XX@3116@XX@","模擬星空軟體的使用","自然108"
"62947","51553780","2024-03-06 20:46:01","13","100","1@XX@1@XX@","6334@XX@6384@XX@","能判別乘數是小數的乘法問題的大小關係。","數學108"
"62947","51553794","2024-03-06 20:46:35","5","50","0@XX@1@XX@","2542@XX@2481@XX@","能用直式運算解決生活中小數乘法的應用問題。","數學108"
"42415","51557209","2024-03-07 07:30:03","8","50","1@XX@0@XX@","3280@XX@4767@XX@","模擬星空軟體的使用","自然108"
"23250","51557533","2024-03-07 07:45:03","12","100","1@XX@1@XX@","8728@XX@3322@XX@","東西方星座傳說故事","自然108"
"23250","51557555","2024-03-07 07:45:22","22","0","0@XX@0@XX@","9284@XX@12578@XX@","認識星星的顏色與星等","自然108"
"23250","51557563","2024-03-07 07:45:52","6","100","1@XX@1@XX@","2099@XX@4123@XX@","認識星星的顏色與星等","自然108"
"250399","51558573","2024-03-07 08:00:40","23","100","1@XX@1@XX@","14939@XX@7450@XX@","東西方星座傳說故事","自然108"
"250399","51560044","2024-03-07 08:10:13","51","50","1@XX@0@XX@","27690@XX@23462@XX@","認識星星的顏色與星等","自然108"
"106735","51564167","2024-03-07 08:30:37","7","0","0@XX@0@XX@","3140@XX@3004@XX@","東西方星座傳說故事","自然108"
"106735","51564207","2024-03-07 08:30:53","9","50","0@XX@1@XX@","5179@XX@3544@XX@","認識星星的顏色與星等","自然108"
"82762","51572346","2024-03-07 10:42:29","25","100","1@XX@1@XX@","13238@XX@11729@XX@","動物利用身體外形、顏色與花紋保護自己","自然108"
"82762","51572363","2024-03-07 10:43:06","20","100","1@XX@1@XX@","7013@XX@13105@XX@","動物的防禦構造","自然108"
"307570","51611164","2024-03-08 07:55:13","98","100","1@XX@1@XX@","92058@XX@5912@XX@","能判別乘數是小數的乘法問題的大小關係。","數學108"
"307570","51611179","2024-03-08 07:56:56","5","100","1@XX@1@XX@","3027@XX@2447@XX@","能判別乘數是小數的乘法問題的大小關係。","數學108"
"307570","51611192","2024-03-08 07:57:07","6","100","1@XX@1@XX@","3854@XX@2557@XX@","能判別乘數是小數的乘法問題的大小關係。","數學108"
"307570","51611363","2024-03-08 07:59:44","14","50","1@XX@0@XX@","8361@XX@5676@XX@","能用直式運算解決生活中小數乘法的應用問題。","數學108"
"307570","51611390","2024-03-08 08:00:08","5","100","1@XX@1@XX@","2340@XX@2997@XX@","能用直式運算解決生活中小數乘法的應用問題。","數學108"
"307570","51611406","2024-03-08 08:00:18","7","100","1@XX@1@XX@","4785@XX@1986@XX@","能用直式運算解決生活中小數乘法的應用問題。","數學108"
"307570","51611729","2024-03-08 08:04:01","7","0","0@XX@0@XX@","4418@XX@3448@XX@","模擬星空軟體的使用","自然108"
"307570","51611749","2024-03-08 08:04:11","6","50","0@XX@1@XX@","3658@XX@1989@XX@","模擬星空軟體的使用","自然108"
"307570","51611790","2024-03-08 08:04:26","10","100","1@XX@1@XX@","6533@XX@3634@XX@","模擬星空軟體的使用","自然108"
"307570","51614700","2024-03-08 08:23:04","27","100","1@XX@1@XX@","15931@XX@10488@XX@","東西方星座傳說故事","自然108"
"307570","51614727","2024-03-08 08:23:34","6","100","1@XX@1@XX@","2704@XX@2778@XX@","東西方星座傳說故事","自然108"
"307570","51614754","2024-03-08 08:23:44","5","100","1@XX@1@XX@","2478@XX@2149@XX@","東西方星座傳說故事","自然108"
"4561","51615190","2024-03-08 08:25:49","14","50","1@XX@0@XX@","6381@XX@7734@XX@","測量力的工具和方法","自然108"
"4561","51615246","2024-03-08 08:26:08","15","100","1@XX@1@XX@","4043@XX@10489@XX@","測量力的工具和方法","自然108"
"4561","51615346","2024-03-08 08:26:32","25","50","0@XX@1@XX@","12190@XX@12284@XX@","力的測量記錄與判讀","自然108"
"4561","51615405","2024-03-08 08:27:01","16","100","1@XX@1@XX@","9947@XX@5951@XX@","力的測量記錄與判讀","自然108"
"4561","51615547","2024-03-08 08:27:31","29","100","1@XX@1@XX@","18360@XX@10396@XX@","彈簧在生活中的應用","自然108"
"4561","51615610","2024-03-08 08:28:09","15","100","1@XX@1@XX@","6534@XX@7914@XX@","摩擦力會影響物體運動的情形","自然108"
"4561","51615795","2024-03-08 08:29:06","27","0","0@XX@0@XX@","8358@XX@15972@XX@11333@XX@","不同物質的表面，產生的摩擦力不同","自然108"
"4561","51615861","2024-03-08 08:29:39","21","50","1@XX@0@XX@","5796@XX@14958@XX@","不同物質的表面，產生的摩擦力不同","自然108"
"4561","51615928","2024-03-08 08:30:05","20","100","1@XX@1@XX@","6895@XX@12723@XX@","不同物質的表面，產生的摩擦力不同","自然108"
"4561","51615991","2024-03-08 08:30:33","14","100","1@XX@1@XX@","6795@XX@6780@XX@","摩擦力對物體運動的重要性","自然108"
"4561","51616109","2024-03-08 08:30:58","32","100","1@XX@1@XX@","4578@XX@27076@XX@","力的大小可由物體的改變程度得知","自然108"
"4561","51616175","2024-03-08 08:31:43","20","100","1@XX@1@XX@","5019@XX@14796@XX@","力的大小可由物體的改變測量得知","自然108"
"4561","51616239","2024-03-08 08:32:10","25","100","1@XX@1@XX@","9637@XX@15932@XX@","力的平衡與判斷","自然108"
"4561","51616586","2024-03-08 08:34:46","25","100","1@XX@1@XX@","9775@XX@15150@XX@","透過對摺，認識線對稱圖形及其對稱軸。","數學108"
"4561","51616618","2024-03-08 08:35:17","8","100","1@XX@1@XX@","4283@XX@4096@XX@","能找出線對稱圖形的對稱點、對稱邊和對稱角。","數學108"
"4561","51616644","2024-03-08 08:35:33","7","100","1@XX@1@XX@","4168@XX@3540@XX@","認識線對稱圖形的性質。","數學108"
"4561","51616670","2024-03-08 08:35:46","12","100","1@XX@1@XX@","6176@XX@5489@XX@","繪製線對稱圖形。","數學108"
"307570","51616918","2024-03-08 08:38:31","7","100","1@XX@1@XX@","4673@XX@2184@XX@","認識星星的顏色與星等","自然108"
"307570","51616951","2024-03-08 08:38:47","12","100","1@XX@1@XX@","9762@XX@1998@XX@","認識星星的顏色與星等","自然108"
"307570","51616982","2024-03-08 08:39:15","6","100","1@XX@1@XX@","2161@XX@3164@XX@","認識星星的顏色與星等","自然108"
"13328","51623903","2024-03-08 10:21:06","6","0","0@XX@0@XX@","3638@XX@2239@XX@","認識圓心角。","數學108"
"13328","51623920","2024-03-08 10:21:22","7","0","0@XX@0@XX@","3908@XX@2863@XX@","認識圓心角。","數學108"
"13328","51623926","2024-03-08 10:21:36","7","100","1@XX@1@XX@","3583@XX@2909@XX@","認識圓心角。","數學108"
"307570","51623935","2024-03-08 10:21:42","14","0","0@XX@0@XX@","10930@XX@3713@XX@","認識圓心角。","數學108"
"42415","51623943","2024-03-08 10:22:06","6","50","0@XX@1@XX@","3223@XX@2959@XX@","東西方星座傳說故事","自然108"
"307570","51623955","2024-03-08 10:22:09","14","50","0@XX@1@XX@","11054@XX@2813@XX@","認識圓心角。","數學108"
"108139","51623956","2024-03-08 10:22:16","8","0","0@XX@0@XX@","5167@XX@2802@XX@","認識圓心角。","數學108"
"307570","51623969","2024-03-08 10:22:31","6","100","1@XX@1@XX@","2353@XX@4239@XX@","認識圓心角。","數學108"
"13328","51623971","2024-03-08 10:21:50","51","50","1@XX@0@XX@","29402@XX@21426@XX@","認識扇形及其組成要素。","數學108"
"108139","51623981","2024-03-08 10:22:30","23","0","0@XX@0@XX@","2954@XX@19059@XX@3271@XX@","認識扇形及其組成要素。","數學108"
"11303","51623999","2024-03-08 10:23:01","5","0","0@XX@0@XX@","2366@XX@3078@XX@","認識圓心角。","數學108"
"13328","51624003","2024-03-08 10:23:04","8","100","1@XX@1@XX@","4025@XX@3896@XX@","認識扇形及其組成要素。","數學108"
"11303","51624007","2024-03-08 10:23:13","8","50","1@XX@0@XX@","4274@XX@2996@XX@","認識圓心角。","數學108"
"13328","51624015","2024-03-08 10:23:28","7","50","0@XX@1@XX@","4387@XX@2774@XX@","認識幾分之幾圓的扇形，並求出圓心角的度數。","數學108"
"108139","51624022","2024-03-08 10:23:34","9","0","0@XX@0@XX@","6776@XX@2351@XX@","認識幾分之幾圓的扇形，並求出圓心角的度數。","數學108"
"13328","51624028","2024-03-08 10:23:46","5","100","1@XX@1@XX@","2406@XX@2630@XX@","認識幾分之幾圓的扇形，並求出圓心角的度數。","數學108"
"20034","51624030","2024-03-08 10:23:48","5","100","1@XX@1@XX@","2400@XX@2281@XX@","東西方星座傳說故事","自然108"
"221236","51624031","2024-03-08 10:23:39","14","100","1@XX@1@XX@","8716@XX@5281@XX@","認識圓心角。","數學108"
"108139","51624032","2024-03-08 10:23:50","5","100","1@XX@1@XX@","1993@XX@2351@XX@","認識幾分之幾圓的扇形，並求出圓心角的度數。","數學108"
"11303","51624037","2024-03-08 10:23:55","6","100","1@XX@1@XX@","2588@XX@3071@XX@","認識扇形及其組成要素。","數學108"
"108139","51624042","2024-03-08 10:24:03","9","0","0@XX@0@XX@","3657@XX@5153@XX@","認識圓心角。","數學108"
"11303","51624046","2024-03-08 10:24:09","6","50","1@XX@0@XX@","4290@XX@2122@XX@","認識幾分之幾圓的扇形，並求出圓心角的度數。","數學108"
"250399","51624049","2024-03-08 10:23:56","24","50","0@XX@1@XX@","20252@XX@3477@XX@","認識圓心角。","數學108"
"62947","51624056","2024-03-08 10:24:17","6","0","0@XX@0@XX@","2950@XX@3650@XX@","認識圓心角。","數學108"
"307570","51624058","2024-03-08 10:24:11","13","0","0@XX@0@XX@","7686@XX@4661@XX@","認識扇形及其組成要素。","數學108"
"108139","51624059","2024-03-08 10:24:19","6","100","1@XX@1@XX@","2606@XX@2660@XX@","認識圓心角。","數學108"
"42415","51624064","2024-03-08 10:24:16","15","100","1@XX@1@XX@","7373@XX@7465@XX@","認識圓心角。","數學108"
"108139","51624071","2024-03-08 10:24:34","5","0","0@XX@0@XX@","2304@XX@2608@XX@","認識扇形及其組成要素。","數學108"
"286321","51624076","2024-03-08 10:24:28","12","50","0@XX@1@XX@","8942@XX@3289@XX@","認識圓心角。","數學108"
"250399","51624080","2024-03-08 10:23:56","54","50","0@XX@1@XX@","29313@XX@4143@XX@","認識圓心角。","數學108"
"108139","51624082","2024-03-08 10:24:46","6","100","1@XX@1@XX@","3220@XX@2749@XX@","認識扇形及其組成要素。","數學108"
"307570","51624093","2024-03-08 10:24:38","27","100","1@XX@1@XX@","4023@XX@22974@XX@3935@XX@","認識扇形及其組成要素。","數學108"
"46696","51624103","2024-03-08 10:25:23","10","0","0@XX@0@XX@","7136@XX@3480@XX@","認識圓心角。","數學108"
"122299","51624107","2024-03-08 10:25:21","18","0","0@XX@0@XX@","12730@XX@5032@XX@","認識圓心角。","數學108"
"23250","51624113","2024-03-08 10:25:37","19","50","1@XX@0@XX@","10940@XX@7900@XX@","認識圓心角。","數學108"
"221236","51624114","2024-03-08 10:25:49","10","100","1@XX@1@XX@","4416@XX@4821@XX@","認識扇形及其組成要素。","數學108"
"221236","51624128","2024-03-08 10:26:08","10","100","1@XX@1@XX@","6248@XX@3900@XX@","認識幾分之幾圓的扇形，並求出圓心角的度數。","數學108"
"23250","51624136","2024-03-08 10:26:04","23","100","1@XX@1@XX@","5012@XX@17493@XX@","認識扇形及其組成要素。","數學108"
"221236","51624139","2024-03-08 10:26:26","6","100","1@XX@1@XX@","3991@XX@2804@XX@","認識幾分之幾圓的扇形，並求出圓心角的度數。","數學108"
"20034","51624148","2024-03-08 10:24:42","118","0","0@XX@0@XX@","12767@XX@113250@XX@4747@XX@","認識星星的顏色與星等","自然108"
"106735","51624156","2024-03-08 10:26:35","14","50","0@XX@1@XX@","6128@XX@7833@XX@","認識圓心角。","數學108"
"20034","51624160","2024-03-08 10:26:50","5","100","1@XX@1@XX@","2166@XX@2665@XX@","認識星星的顏色與星等","自然108"
"250399","51624174","2024-03-08 10:26:52","23","0","0@XX@0@XX@","16015@XX@6482@XX@","認識扇形及其組成要素。","數學108"
"46696","51624207","2024-03-08 10:28:16","7","50","1@XX@0@XX@","3373@XX@3326@XX@","認識扇形及其組成要素。","數學108"
"42415","51624211","2024-03-08 10:27:54","37","100","1@XX@1@XX@","27733@XX@8616@XX@","認識扇形及其組成要素。","數學108"
"286321","51624212","2024-03-08 10:28:11","21","100","1@XX@1@XX@","12107@XX@8313@XX@","認識扇形及其組成要素。","數學108"
"122299","51624220","2024-03-08 10:28:35","23","100","1@XX@1@XX@","15255@XX@8095@XX@","認識扇形及其組成要素。","數學108"
