"exam_sn","review_sn","question_sn","question_timestamp","binary_res","finish_time","ans_time"
"25984729","106440963","1217","328","1","2024-02-27 13:16:25","368"
"25984730","106441544","1210","177","1","2024-02-27 13:16:33","295"
"25984734","106441734","1211","263","1","2024-02-27 13:16:38","67"
"25984737","106441609","1008","148","0","2024-02-27 13:16:47","595"
"25984742","106441992","1219","147","1","2024-02-27 13:17:00","224"
"25984744","106441609","1008","148","1","2024-02-27 13:17:20","595"
"25984749","106440730","1211","263","1","2024-02-27 13:17:32","354"
"25984750","106443129","1215","287","1","2024-02-27 13:17:41","67"
"25984751","106442031","1215","287","1","2024-02-27 13:17:42","254"
"25984752","106441693","1211","263","1","2024-02-27 13:17:45","233"
"25984753","106442321","1007","226","1","2024-02-27 13:17:48","145"
"25984754","106441992","1220","202","1","2024-02-27 13:17:58","224"
"25984755","106441544","1211","263","1","2024-02-27 13:18:03","295"
"25984756","106439471","1212","334","1","2024-02-27 13:18:09","377"
"25984757","106443129","1216","309","1","2024-02-27 13:18:09","67"
"25984758","106442031","1216","309","1","2024-02-27 13:18:12","254"
"25984759","106442702","1214","99","0","2024-02-27 13:18:17","478"
"25984762","106439387","1212","334","1","2024-02-27 13:18:31","375"
"25984763","106442150","1215","287","1","2024-02-27 13:18:33","287"
"25984764","106442031","1217","328","1","2024-02-27 13:18:36","254"
"25984765","106443129","1217","328","1","2024-02-27 13:18:38","67"
"25984767","106439471","1213","372","1","2024-02-27 13:18:54","377"
"25984772","106442321","2366","267","0","2024-02-27 13:19:02","145"
"25984773","106442150","1216","309","1","2024-02-27 13:19:05","287"
"25984775","106441992","1221","273","1","2024-02-27 13:19:16","224"
"25984777","106439387","1213","372","1","2024-02-27 13:19:18","375"
"25984779","106441693","1212","334","1","2024-02-27 13:19:19","233"
"25984782","106441609","1007","226","1","2024-02-27 13:19:22","595"
"25984786","106442150","1217","328","1","2024-02-27 13:19:36","287"
"25984793","106442321","2366","267","1","2024-02-27 13:19:49","145"
"25984797","106442702","1214","99","1","2024-02-27 13:20:01","478"
"25984798","106441693","1213","372","1","2024-02-27 13:20:04","233"
"25984803","106441544","1212","334","1","2024-02-27 13:20:33","295"
"25984808","106441544","1213","372","0","2024-02-27 13:21:16","295"
"25984815","106441609","2366","267","0","2024-02-27 13:21:35","595"
"25984820","106443879","1214","99","1","2024-02-27 13:21:46","10"
"25984821","106440730","1212","334","1","2024-02-27 13:21:47","354"
"25984831","106443853","1206","48","1","2024-02-27 13:22:30","100"
"25984846","106443853","1207","118","1","2024-02-27 13:24:06","100"
"25984848","106442702","1215","287","1","2024-02-27 13:24:12","478"
"25984852","106442702","1216","309","1","2024-02-27 13:24:36","478"
"25984858","106442702","1217","328","1","2024-02-27 13:24:59","478"
"25990594","106556538","1214","99","1","2024-02-27 21:55:14","378"
"25990605","106556538","1215","287","1","2024-02-27 21:58:56","378"
"25990608","106556538","1216","309","1","2024-02-27 21:59:33","378"
"25990609","106556538","1217","328","1","2024-02-27 21:59:59","378"
"25990616","106556515","1210","177","1","2024-02-27 22:03:54","234"
"25990623","106556515","1211","263","1","2024-02-27 22:05:29","234"
"25990629","106556515","1212","334","1","2024-02-27 22:06:49","234"
"25990632","106556515","1213","372","1","2024-02-27 22:07:34","234"
"25991261","106569072","1214","99","0","2024-02-28 10:38:39","480"
"25991273","106569072","1214","99","1","2024-02-28 10:40:27","480"
"25991289","106569072","1215","287","1","2024-02-28 10:43:46","480"
"25991292","106569072","1216","309","1","2024-02-28 10:44:17","480"
"25991295","106569072","1217","328","1","2024-02-28 10:44:55","480"
"25991521","106571735","1218","103","1","2024-02-28 11:40:18","235"
"25991526","106571735","1219","147","1","2024-02-28 11:41:52","235"
"25991529","106571735","1220","202","1","2024-02-28 11:42:54","235"
"25991535","106571735","1221","273","1","2024-02-28 11:44:09","235"
"25991946","106582502","10730","77","1","2024-02-28 13:53:43","102"
"25991949","106582502","10735","99","1","2024-02-28 13:54:13","102"
"25991950","106582502","10307","108","1","2024-02-28 13:54:27","102"
"25991955","106582502","10736","140","1","2024-02-28 13:55:07","102"
"25991956","106582502","10733","147","1","2024-02-28 13:55:20","102"
"25992092","106584414","1210","177","1","2024-02-28 14:27:49","14"
"25992115","106585031","1211","263","1","2024-02-28 14:32:50","4495"
"25992196","106586054","1306","66","1","2024-02-28 14:49:13","324"
"25992205","106586054","1307","151","1","2024-02-28 14:51:01","324"
"25992212","106586054","1308","214","1","2024-02-28 14:52:26","324"
"25992223","106586054","1309","329","1","2024-02-28 14:54:26","324"
"25992256","106586758","1302","111","1","2024-02-28 14:59:54","299"
"25992263","106586758","1303","159","1","2024-02-28 15:00:49","299"
"25992274","106586758","1304","301","1","2024-02-28 15:03:19","299"
"25992280","106586758","1305","367","1","2024-02-28 15:04:36","299"
"25992435","106585031","1212","334","1","2024-02-28 15:44:26","4495"
"25992449","106585031","1213","372","1","2024-02-28 15:47:38","4495"
"25992510","106590235","1214","99","1","2024-02-28 15:56:55","641"
"25992524","106590235","1215","287","1","2024-02-28 16:00:06","641"
"25992525","106590235","1216","309","1","2024-02-28 16:00:24","641"
"25992531","106590235","1217","328","1","2024-02-28 16:01:01","641"
"25993285","106601938","1208","160","1","2024-02-28 18:53:05","8"
"25993309","106602200","1209","228","1","2024-02-28 18:58:03","120"
"25993328","106602610","1210","177","0","2024-02-28 19:03:16","272"
"25993332","106602610","1210","177","1","2024-02-28 19:03:29","272"
"25993343","106602610","1211","263","1","2024-02-28 19:05:03","272"
"25993350","106602610","1212","334","1","2024-02-28 19:06:28","272"
"25993353","106602610","1213","372","1","2024-02-28 19:07:41","272"
"25994591","106619161","1214","99","0","2024-02-28 21:43:05","94"
"25994594","106619161","1214","99","1","2024-02-28 21:43:53","94"
"25994691","106620442","1215","287","1","2024-02-28 21:56:30","77"
"25994693","106620442","1216","309","1","2024-02-28 21:57:04","77"
"25994695","106620442","1217","328","1","2024-02-28 21:57:33","77"
"25994724","106620855","1218","103","1","2024-02-28 22:00:52","205"
"25994730","106620855","1219","147","1","2024-02-28 22:01:46","205"
"25994740","106620855","1220","202","1","2024-02-28 22:02:48","205"
"25994752","106620855","1221","273","1","2024-02-28 22:04:10","205"
"25995526","106633912","12038","604","1","2024-02-29 08:01:34","8"
"25995535","106631146","12038","604","1","2024-02-29 08:01:43","28"
"25995546","106631146","12038","604","1","2024-02-29 08:02:05","28"
"25995547","106631951","12038","604","1","2024-02-29 08:02:12","24"
"25995557","106631951","12038","604","1","2024-02-29 08:02:29","24"
"25995560","106631295","12038","604","1","2024-02-29 08:02:38","21"
"25995677","106631867","12038","604","0","2024-02-29 08:06:06","6"
"25995719","106633145","12038","604","1","2024-02-29 08:07:18","68"
"25995734","106633643","12038","604","1","2024-02-29 08:07:39","4"
"25995982","106632898","12038","604","0","2024-02-29 08:13:55","169"
"25996243","106646259","12038","604","1","2024-02-29 08:20:53","8"
"25996325","106653052","1206","48","1","2024-02-29 08:23:30","362"
"25996384","106653052","1207","118","1","2024-02-29 08:25:31","362"
"25996446","106653052","1208","160","1","2024-02-29 08:27:45","362"
"25996500","106653052","1209","228","1","2024-02-29 08:29:17","362"
"25996607","106661740","1206","48","1","2024-02-29 08:32:19","3138"
"25996745","106664141","12038","604","0","2024-02-29 08:35:45","14"
"25996755","106654876","12038","604","0","2024-02-29 08:35:52","87"
"25996848","106661740","1207","118","0","2024-02-29 08:39:35","3138"
"25997460","106661740","1208","160","1","2024-02-29 09:22:48","3138"
"25997476","106661740","1209","228","1","2024-02-29 09:24:31","3138"
"25997497","106683429","1210","177","1","2024-02-29 09:26:38","8"
"25998194","106698338","1211","263","1","2024-02-29 10:07:33","147"
"25998222","106698338","1212","334","1","2024-02-29 10:09:12","147"
"25998234","106698338","1213","372","1","2024-02-29 10:09:57","147"
"25998249","106685268","1210","177","1","2024-02-29 10:10:44","340"
"25998267","106685268","1211","263","1","2024-02-29 10:12:14","340"
"25998295","106699609","1214","99","0","2024-02-29 10:14:28","12"
"25998304","106685268","1212","334","1","2024-02-29 10:15:21","340"
"25998308","106685268","1213","372","0","2024-02-29 10:16:20","340"
"25998337","106700937","1214","99","0","2024-02-29 10:20:13","461"
"25998410","106700937","1215","287","1","2024-02-29 10:24:50","461"
"25998470","106700937","1216","309","1","2024-02-29 10:27:25","461"
"25998481","106700937","1217","328","1","2024-02-29 10:27:48","461"
"25998512","106702710","1002","109","1","2024-02-29 10:29:34","5"
"25999210","106710195","1214","99","1","2024-02-29 10:57:13","639"
"25999467","106700914","1213","372","0","2024-02-29 11:06:28","8"
"25999474","106710195","1215","287","1","2024-02-29 11:06:41","639"
"25999485","106710195","1216","309","1","2024-02-29 11:07:11","639"
"25999502","106710195","1217","328","1","2024-02-29 11:07:44","639"
"26000958","106734841","1214","99","1","2024-02-29 12:44:34","6"
"26001013","106735747","12038","604","1","2024-02-29 12:47:38","5"
"26001229","106739331","1215","287","1","2024-02-29 12:58:22","67"
"26001244","106739331","1216","309","1","2024-02-29 12:58:52","67"
"26001255","106739331","1217","328","1","2024-02-29 12:59:19","67"
"26007550","106849033","1029","128","0","2024-02-29 19:19:37","773"
"26007568","106849033","1029","128","1","2024-02-29 19:23:01","773"
"26007576","106849033","1030","212","0","2024-02-29 19:24:32","773"
"26007597","106849033","1032","397","1","2024-02-29 19:28:35","773"
"26007620","106849033","1031","457","1","2024-02-29 19:31:57","773"
"26007640","106850244","1037","79","1","2024-02-29 19:35:29","508"
"26007659","106850244","1037","79","1","2024-02-29 19:37:33","508"
"26007664","106850244","1038","128","1","2024-02-29 19:38:29","508"
"26007685","106850244","1040","248","1","2024-02-29 19:41:26","508"
"26007697","106850244","1039","337","1","2024-02-29 19:43:44","508"
"26007725","106851650","1041","83","1","2024-02-29 19:48:14","442"
"26007740","106851650","1042","254","1","2024-02-29 19:51:22","442"
"26007746","106851650","1043","266","1","2024-02-29 19:52:17","442"
"26007767","106851650","1044","430","1","2024-02-29 19:55:30","442"
"26007882","106852998","1041","83","1","2024-02-29 20:11:13","8"
"26008177","106860865","1206","48","1","2024-02-29 21:01:37","350"
"26008194","106860865","1207","118","1","2024-02-29 21:04:19","350"
"26008199","106860865","1208","160","1","2024-02-29 21:05:21","350"
"26008212","106860865","1209","228","1","2024-02-29 21:07:22","350"
"26008303","106862101","1210","177","1","2024-02-29 21:18:28","819"
"26008402","106862101","1211","263","1","2024-02-29 21:28:15","819"
"26008432","106862101","1212","334","1","2024-02-29 21:31:06","819"
"26008444","106862101","1213","372","1","2024-02-29 21:31:59","819"
"26008515","106865897","1214","99","0","2024-02-29 21:42:05","564"
"26008542","106865897","1215","287","1","2024-02-29 21:47:30","564"
"26008560","106865897","1216","309","1","2024-02-29 21:50:31","564"
"26008562","106865897","1217","328","1","2024-02-29 21:50:57","564"
"26008589","106867046","1218","103","1","2024-02-29 21:56:27","381"
"26008608","106867046","1219","147","1","2024-02-29 22:00:11","381"
"26008615","106867046","1220","202","1","2024-02-29 22:01:23","381"
"26008621","106867046","1221","273","1","2024-02-29 22:02:44","381"
"26008729","106869297","1005","32","1","2024-02-29 22:23:39","544"
"26008752","106869421","1029","128","1","2024-02-29 22:28:16","697"
"26008762","106869421","1030","212","0","2024-02-29 22:29:53","697"
"26008773","106869297","1006","125","1","2024-02-29 22:32:13","544"
"26008794","106869421","1032","397","1","2024-02-29 22:37:27","697"
"26008798","106870169","1008","148","0","2024-02-29 22:39:25","285"
"26008801","106869421","1031","457","1","2024-02-29 22:39:37","697"
"26008802","106870169","1008","148","1","2024-02-29 22:40:21","285"
"26008808","106870169","1007","226","0","2024-02-29 22:41:49","285"
"26008814","106870169","1007","226","1","2024-02-29 22:43:18","285"
"26008821","106870169","2366","267","0","2024-02-29 22:44:07","285"
"26008826","106870414","1206","48","1","2024-02-29 22:46:07","247"
"26008832","106870414","1207","118","0","2024-02-29 22:47:51","247"
"26008837","106870414","1208","160","1","2024-02-29 22:48:51","247"
"26008838","106870546","1037","79","1","2024-02-29 22:49:22","649"
"26008842","106870414","1209","228","1","2024-02-29 22:50:03","247"
"26008858","106870546","1038","128","0","2024-02-29 22:52:57","649"
"26008863","106870546","1038","128","1","2024-02-29 22:53:56","649"
"26008873","106870546","1040","248","1","2024-02-29 22:56:17","649"
"26008897","106870546","1039","337","1","2024-02-29 23:00:00","649"
"26008916","106871172","1041","83","1","2024-02-29 23:04:13","861"
"26008924","106871172","1042","254","0","2024-02-29 23:07:34","861"
"26008933","106871172","1042","254","1","2024-02-29 23:10:41","861"
"26008936","106871172","1043","266","1","2024-02-29 23:11:24","861"
"26008938","106871302","1214","99","0","2024-02-29 23:11:45","515"
"26008952","106871302","1215","287","0","2024-02-29 23:17:55","515"
"26008954","106871172","1044","430","1","2024-02-29 23:18:14","861"
"26008961","106871302","1216","309","0","2024-02-29 23:18:55","515"
"26008963","106871302","1216","309","1","2024-02-29 23:19:42","515"
"26008965","106871302","1217","328","0","2024-02-29 23:20:09","515"
"26008974","106871762","1214","99","1","2024-02-29 23:23:22","277"
"26008981","106871762","1215","287","0","2024-02-29 23:26:34","277"
"26008982","106871762","1216","309","1","2024-02-29 23:27:02","277"
"26008983","106871762","1217","328","0","2024-02-29 23:27:32","277"
"26022157","107128342","12038","604","1","2024-03-02 16:43:02","14"
"26036930","107357925","11927","566","0","2024-03-04 14:57:12","10"
"26036958","107359849","12038","604","1","2024-03-04 14:59:18","26"
"26040843","107440574","1218","103","1","2024-03-04 21:59:22","2247"
"26040858","107440574","1219","147","1","2024-03-04 22:01:11","2247"
"26041011","107440574","1220","202","1","2024-03-04 22:23:22","2247"
"26041082","107440574","1221","273","1","2024-03-04 22:36:46","2247"
"26041521","107453216","1029","128","0","2024-03-05 07:39:33","124"
"26041526","107452705","11927","566","1","2024-03-05 07:40:29","3"
"26041537","107453216","1029","128","1","2024-03-05 07:41:29","124"
"26041541","107453773","11927","566","1","2024-03-05 07:41:45","4"
"26041578","107454395","1030","212","0","2024-03-05 07:45:47","355"
"26041582","107452966","1218","103","1","2024-03-05 07:46:20","459"
"26041616","107454395","1032","397","1","2024-03-05 07:49:44","355"
"26041627","107452966","1219","147","1","2024-03-05 07:50:49","459"
"26041630","107454395","1031","457","0","2024-03-05 07:51:18","355"
"26041634","107454395","1031","457","1","2024-03-05 07:51:35","355"
"26041636","107455391","1218","103","1","2024-03-05 07:51:38","386"
"26041639","107453253","1029","128","1","2024-03-05 07:51:41","780"
"26041644","107452966","1220","202","1","2024-03-05 07:51:56","459"
"26041660","107455788","1029","128","1","2024-03-05 07:53:08","482"
"26041669","107455157","11927","566","1","2024-03-05 07:53:42","4"
"26041673","107452966","1221","273","1","2024-03-05 07:53:55","459"
"26041674","107456168","11927","566","0","2024-03-05 07:54:16","10"
"26041679","107456121","1218","103","1","2024-03-05 07:54:47","290"
"26041680","107455788","1030","212","1","2024-03-05 07:54:47","482"
"26041689","107455391","1219","147","1","2024-03-05 07:55:37","386"
"26041699","107453253","1030","212","1","2024-03-05 07:56:29","780"
"26041709","107455391","1220","202","1","2024-03-05 07:56:42","386"
"26041711","107456121","1219","147","1","2024-03-05 07:56:51","290"
"26041716","107457241","1214","99","1","2024-03-05 07:57:18","259"
"26041736","107455391","1221","273","1","2024-03-05 07:57:59","386"
"26041738","107456121","1220","202","1","2024-03-05 07:58:02","290"
"26041760","107457504","1037","79","1","2024-03-05 07:59:01","439"
"26041765","107455788","1032","397","1","2024-03-05 07:59:11","482"
"26041768","107453591","11927","566","1","2024-03-05 07:59:19","29"
"26041772","107456121","1221","273","1","2024-03-05 07:59:32","290"
"26041789","107457504","1038","128","1","2024-03-05 08:00:18","439"
"26041798","107457241","1215","287","1","2024-03-05 08:00:31","259"
"26041799","107453253","1032","397","1","2024-03-05 08:00:32","780"
"26041807","107455788","1031","457","1","2024-03-05 08:00:49","482"
"26041811","107457241","1216","309","1","2024-03-05 08:00:58","259"
"26041812","107458323","1029","128","1","2024-03-05 08:00:58","683"
"26041817","107457841","1218","103","1","2024-03-05 08:01:01","244"
"26041827","107457691","1218","103","1","2024-03-05 08:01:16","221"
"26041833","107457241","1217","328","1","2024-03-05 08:01:20","259"
"26041834","107457824","1029","128","1","2024-03-05 08:01:20","435"
"26041840","107459478","11927","566","1","2024-03-05 08:01:28","5"
"26041860","107458856","1029","128","1","2024-03-05 08:02:07","510"
"26041861","107457691","1219","147","1","2024-03-05 08:02:07","221"
"26041865","107457841","1219","147","1","2024-03-05 08:02:10","244"
"26041885","107457338","11927","566","1","2024-03-05 08:02:43","7"
"26041892","107457824","1030","212","1","2024-03-05 08:02:57","435"
"26041894","107457504","1040","248","1","2024-03-05 08:03:05","439"
"26041895","107453253","1031","457","0","2024-03-05 08:03:05","780"
"26041896","107457691","1220","202","1","2024-03-05 08:03:06","221"
"26041899","107457841","1220","202","1","2024-03-05 08:03:10","244"
"26041916","107458856","1030","212","1","2024-03-05 08:03:39","510"
"26041951","107457691","1221","273","1","2024-03-05 08:04:49","221"
"26041953","107457841","1221","273","1","2024-03-05 08:04:58","244"
"26041997","107460064","1218","103","1","2024-03-05 08:06:01","405"
"26042009","107457504","1039","337","0","2024-03-05 08:06:17","439"
"26042012","107461734","1037","79","1","2024-03-05 08:06:21","555"
"26042021","107458323","1030","212","0","2024-03-05 08:06:40","683"
"26042033","107458323","1030","212","1","2024-03-05 08:06:54","683"
"26042043","107457824","1032","397","1","2024-03-05 08:07:16","435"
"26042082","107461734","1038","128","0","2024-03-05 08:08:08","555"
"26042087","107458856","1032","397","1","2024-03-05 08:08:14","510"
"26042094","107457824","1031","457","1","2024-03-05 08:08:27","435"
"26042106","107462191","1037","79","1","2024-03-05 08:08:48","501"
"26042113","107460064","1219","147","1","2024-03-05 08:08:56","405"
"26042117","107461734","1038","128","1","2024-03-05 08:09:04","555"
"26042143","107454776","1218","103","1","2024-03-05 08:09:45","1455"
"26042160","107462191","1038","128","1","2024-03-05 08:10:05","501"
"26042165","107463912","1029","128","0","2024-03-05 08:10:10","671"
"26042172","107458856","1031","457","1","2024-03-05 08:10:20","510"
"26042192","107460064","1220","202","1","2024-03-05 08:10:46","405"
"26042196","107458323","1032","397","0","2024-03-05 08:10:53","683"
"26042225","107454776","1219","147","1","2024-03-05 08:11:21","1455"
"26042230","107461039","1029","128","1","2024-03-05 08:11:30","716"
"26042251","107464128","1029","128","1","2024-03-05 08:11:44","570"
"26042259","107461866","1218","103","1","2024-03-05 08:11:55","408"
"26042267","107458323","1031","457","0","2024-03-05 08:12:04","683"
"26042273","107461734","1040","248","1","2024-03-05 08:12:14","555"
"26042276","107466082","1041","83","1","2024-03-05 08:12:19","568"
"26042292","107460064","1221","273","1","2024-03-05 08:12:40","405"
"26042296","107461866","1219","147","0","2024-03-05 08:12:50","408"
"26042301","107454776","1220","202","1","2024-03-05 08:12:53","1455"
"26042302","107462191","1040","248","1","2024-03-05 08:12:54","501"
"26042306","107461039","1030","212","0","2024-03-05 08:13:01","716"
"26042313","107455324","1218","103","1","2024-03-05 08:13:05","452"
"26042314","107461866","1219","147","1","2024-03-05 08:13:07","408"
"26042340","107467689","1037","79","1","2024-03-05 08:13:39","435"
"26042359","107461734","1039","337","0","2024-03-05 08:13:57","555"
"26042370","107464128","1030","212","0","2024-03-05 08:14:06","570"
"26042383","107461039","1030","212","1","2024-03-05 08:14:33","716"
"26042386","107467689","1038","128","0","2024-03-05 08:14:35","435"
"26042390","107454776","1221","273","1","2024-03-05 08:14:38","1455"
"26042396","107461866","1220","202","1","2024-03-05 08:14:44","408"
"26042408","107463912","1030","212","1","2024-03-05 08:14:51","671"
"26042418","107466508","1029","128","1","2024-03-05 08:15:01","104"
"26042431","107455324","1219","147","1","2024-03-05 08:15:20","452"
"26042436","107467689","1038","128","1","2024-03-05 08:15:31","435"
"26042440","107466082","1042","254","0","2024-03-05 08:15:32","568"
"26042441","107461734","1039","337","1","2024-03-05 08:15:32","555"
"26042455","107466508","1030","212","1","2024-03-05 08:15:45","104"
"26042465","107466082","1043","266","0","2024-03-05 08:16:01","568"
"26042469","107461866","1221","273","0","2024-03-05 08:16:05","408"
"26042471","107468929","1029","128","1","2024-03-05 08:16:06","788"
"26042480","107455324","1220","202","1","2024-03-05 08:16:19","452"
"26042482","107469335","1029","128","1","2024-03-05 08:16:21","529"
"26042493","107460194","11927","566","1","2024-03-05 08:16:39","74"
"26042500","107468929","1029","128","1","2024-03-05 08:16:47","788"
"26042508","107462191","1039","337","0","2024-03-05 08:16:59","501"
"26042525","107471312","1037","79","0","2024-03-05 08:17:26","505"
"26042531","107471312","1037","79","1","2024-03-05 08:17:35","505"
"26042534","107467689","1040","248","1","2024-03-05 08:17:39","435"
"26042549","107469335","1030","212","1","2024-03-05 08:17:57","529"
"26042573","107461866","1221","273","1","2024-03-05 08:18:24","408"
"26042579","107468929","1029","128","1","2024-03-05 08:18:32","788"
"26042592","107471312","1038","128","1","2024-03-05 08:18:51","505"
"26042618","107473140","1041","83","1","2024-03-05 08:19:27","3"
"26042630","107463912","1032","397","0","2024-03-05 08:19:39","671"
"26042640","107464128","1032","397","1","2024-03-05 08:19:46","570"
"26042653","107468929","1030","212","1","2024-03-05 08:20:06","788"
"26042657","107466082","1044","430","0","2024-03-05 08:20:09","568"
"26042658","107461039","1032","397","1","2024-03-05 08:20:10","716"
"26042663","107472352","1029","128","0","2024-03-05 08:20:15","587"
"26042677","107455324","1221","273","1","2024-03-05 08:20:27","452"
"26042688","107467689","1039","337","1","2024-03-05 08:20:37","435"
"26042709","107464128","1031","457","1","2024-03-05 08:21:01","570"
"26042720","107463912","1031","457","0","2024-03-05 08:21:10","671"
"26042732","107471312","1040","248","1","2024-03-05 08:21:28","505"
"26042741","107469335","1032","397","1","2024-03-05 08:21:37","529"
"26042749","107466082","1044","430","1","2024-03-05 08:21:43","568"
"26042768","107461039","1031","457","0","2024-03-05 08:21:55","716"
"26042839","107461039","1031","457","1","2024-03-05 08:23:07","716"
"26042856","107473480","1037","79","1","2024-03-05 08:23:20","404"
"26042862","107472352","1029","128","1","2024-03-05 08:23:25","587"
"26042886","107471312","1039","337","1","2024-03-05 08:23:55","505"
"26042904","107473480","1038","128","1","2024-03-05 08:24:19","404"
"26042922","107478242","1045","55","1","2024-03-05 08:24:31","288"
"26042931","107475387","1029","128","1","2024-03-05 08:24:40","120"
"26042936","107469335","1031","457","1","2024-03-05 08:24:44","529"
"26042947","107472352","1030","212","0","2024-03-05 08:24:57","587"
"26042951","107468929","1032","397","0","2024-03-05 08:24:58","788"
"26042974","107468929","1032","397","1","2024-03-05 08:25:28","788"
"26042986","107478242","1047","121","1","2024-03-05 08:25:43","288"
"26042990","107471312","1039","337","1","2024-03-05 08:25:45","505"
"26043008","107478242","1048","146","1","2024-03-05 08:26:10","288"
"26043027","107473480","1040","248","1","2024-03-05 08:26:28","404"
"26043059","107479523","11927","566","1","2024-03-05 08:27:07","5"
"26043065","107468929","1031","457","0","2024-03-05 08:27:19","788"
"26043071","107479903","1029","128","1","2024-03-05 08:27:29","127"
"26043084","107468929","1031","457","0","2024-03-05 08:27:45","788"
"26043107","107481468","1037","79","1","2024-03-05 08:28:12","100"
"26043111","107472352","1032","397","1","2024-03-05 08:28:22","587"
"26043116","107482153","1037","79","1","2024-03-05 08:28:26","77"
"26043142","107468929","1031","457","1","2024-03-05 08:28:59","788"
"26043149","107478242","1049","301","1","2024-03-05 08:29:06","288"
"26043164","107479903","1030","212","0","2024-03-05 08:29:31","127"
"26043170","107482153","1038","128","1","2024-03-05 08:29:35","77"
"26043172","107472352","1031","457","0","2024-03-05 08:29:36","587"
"26043177","107473480","1039","337","1","2024-03-05 08:29:39","404"
"26043183","107481468","1038","128","1","2024-03-05 08:29:47","100"
"26043198","107480815","1029","128","1","2024-03-05 08:30:17","17"
"26043212","107482384","672","187","0","2024-03-05 08:30:34","33"
"26043225","107481066","1029","128","1","2024-03-05 08:30:49","30"
"26043227","107482384","672","187","1","2024-03-05 08:30:59","33"
"26043231","107479585","11927","566","0","2024-03-05 08:31:05","3"
"26047801","107555104","1040","248","1","2024-03-05 12:34:53","296"
"26047829","107555104","1039","337","1","2024-03-05 12:39:33","296"
"26047833","107556029","1037","79","1","2024-03-05 12:39:57","516"
"26047834","107555718","1042","254","0","2024-03-05 12:39:57","589"
"26047838","107556047","1037","79","1","2024-03-05 12:40:03","391"
"26047858","107556029","1038","128","1","2024-03-05 12:41:16","516"
"26047862","107556047","1038","128","0","2024-03-05 12:41:19","391"
"26047865","107556405","1037","79","1","2024-03-05 12:41:25","596"
"26047871","107556047","1038","128","1","2024-03-05 12:41:41","391"
"26047888","107556405","1038","128","1","2024-03-05 12:42:34","596"
"26047889","107555932","1029","128","1","2024-03-05 12:42:35","2061"
"26047890","107556330","1218","103","1","2024-03-05 12:42:45","265"
"26047893","107555718","1042","254","1","2024-03-05 12:42:52","589"
"26047900","107555617","1218","103","1","2024-03-05 12:43:18","11"
"26047903","107555718","1043","266","1","2024-03-05 12:43:24","589"
"26047904","107557097","1029","128","0","2024-03-05 12:43:30","302"
"26047907","107556716","1030","212","1","2024-03-05 12:43:40","464"
"26047909","107556330","1219","147","1","2024-03-05 12:43:45","265"
"26047915","107556047","1040","248","1","2024-03-05 12:43:55","391"
"26047925","107556771","1215","287","1","2024-03-05 12:44:20","61"
"26047926","107555932","1030","212","1","2024-03-05 12:44:24","2061"
"26047934","107556405","1040","248","1","2024-03-05 12:44:41","596"
"26047938","107556330","1220","202","1","2024-03-05 12:44:46","265"
"26047939","107556771","1216","309","1","2024-03-05 12:44:48","61"
"26047941","107556029","1040","248","1","2024-03-05 12:44:54","516"
"26047944","107556962","1218","103","1","2024-03-05 12:45:02","210"
"26047946","107556771","1217","328","1","2024-03-05 12:45:16","61"
"26047955","107556582","1030","212","1","2024-03-05 12:45:48","380"
"26047960","107558021","672","187","1","2024-03-05 12:45:57","321"
"26047961","107557097","1029","128","1","2024-03-05 12:46:00","302"
"26047963","107556109","1218","103","1","2024-03-05 12:46:06","365"
"26047968","107555718","1044","430","0","2024-03-05 12:46:18","589"
"26047975","107556047","1039","337","0","2024-03-05 12:46:30","391"
"26047980","107556962","1219","147","1","2024-03-05 12:46:40","210"
"26047986","107556330","1221","273","1","2024-03-05 12:46:56","265"
"26047998","107556405","1040","248","1","2024-03-05 12:47:15","596"
"26047999","107556716","1032","397","1","2024-03-05 12:47:16","464"
"26048005","107558035","1040","248","1","2024-03-05 12:47:24","401"
"26048008","107558624","1040","248","1","2024-03-05 12:47:26","97"
"26048010","107556962","1220","202","1","2024-03-05 12:47:28","210"
"26048024","107556109","1219","147","1","2024-03-05 12:47:51","365"
"26048027","107557097","1032","397","1","2024-03-05 12:48:08","302"
"26048033","107556029","1039","337","0","2024-03-05 12:48:12","516"
"26048043","107556029","1039","337","1","2024-03-05 12:48:28","516"
"26048044","107556962","1221","273","1","2024-03-05 12:48:28","210"
"26048045","107557097","1031","457","0","2024-03-05 12:48:29","302"
"26048061","107556109","1220","202","1","2024-03-05 12:48:58","365"
"26048062","107558624","1039","337","1","2024-03-05 12:48:59","97"
"26048068","107556716","1031","457","1","2024-03-05 12:49:08","464"
"26048069","107556405","1039","337","0","2024-03-05 12:49:09","596"
"26048074","107555718","1044","430","1","2024-03-05 12:49:23","589"
"26048077","107558389","1218","103","1","2024-03-05 12:49:25","267"
"26048080","107556582","1032","397","1","2024-03-05 12:49:31","380"
"26048092","107559771","1218","103","1","2024-03-05 12:49:48","3"
"26048114","107556582","1031","457","0","2024-03-05 12:50:39","380"
"26048130","107558389","1219","147","1","2024-03-05 12:51:07","267"
"26048133","107558021","673","487","1","2024-03-05 12:51:13","321"
"26048137","107556405","1039","337","1","2024-03-05 12:51:17","596"
"26048153","107556582","1031","457","0","2024-03-05 12:51:45","380"
