"user_sn","sn","game_grade","game_semester","unit_id","answer_problem_num","is_correct","game_time","last_modified","unit_name"
"108343","33068","6","2","1","162012095_022","1","181","1710241101701","分數、小數混合四則運算"
"108343","33069","6","2","1","162012027_003","1","1172","1710241100909","分數、小數混合四則運算"
"108343","33070","6","2","1","162012061_012","1","160","1710241095231","分數、小數混合四則運算"
"108343","33071","6","2","1","162013061_021","0","101","1710241094617","分數、小數混合四則運算"
"108343","33072","6","2","1","162012098_019","0","144","1710241094029","分數、小數混合四則運算"
"108343","33073","6","2","1","162012116_026","0","156","1710241093463","分數、小數混合四則運算"
"108343","33074","6","2","1","162013043_006","0","136","1710241092841","分數、小數混合四則運算"
"108343","33075","6","2","1","162012079_036","0","131","1710241092282","分數、小數混合四則運算"
"108343","33076","6","2","1","162013031_021","0","134","1710241091596","分數、小數混合四則運算"
"108343","33077","6","2","1","162013001_036","0","153","1710241091009","分數、小數混合四則運算"
"108343","33078","6","2","1","162012081_018","0","97","1710241090419","分數、小數混合四則運算"
"108343","33079","6","2","1","162013114_032","1","113","1710241089904","分數、小數混合四則運算"
"108343","33080","6","2","1","162014014_029","0","120","1710241089293","分數、小數混合四則運算"
"108343","33081","6","2","1","162013023_037","0","133","1710241088715","分數、小數混合四則運算"
"108343","33082","6","2","1","162012110_018","0","133","1710241088142","分數、小數混合四則運算"
"108343","33083","6","2","1","162013015_008","0","107","1710241087573","分數、小數混合四則運算"
"108343","33084","6","2","1","162013052_011","1","237","1710241087034","分數、小數混合四則運算"
"108343","33085","6","2","1","162013031_001","1","85","1710241086363","分數、小數混合四則運算"
"108343","33086","6","2","1","162013048_031","0","160","1710241085885","分數、小數混合四則運算"
"108343","33087","6","2","1","162014025_016","0","121","1710241085317","分數、小數混合四則運算"
"108343","33088","6","2","1","162012053_037","0","143","1710241084792","分數、小數混合四則運算"
"108343","33089","6","2","1","162014048_011","0","193","1710241084250","分數、小數混合四則運算"
"108343","33090","6","2","1","162012030_019","0","132","1710241083573","分數、小數混合四則運算"
"108343","33091","6","2","1","162013124_026","0","132","1710241082993","分數、小數混合四則運算"
"108343","33092","6","2","1","162014037_017","1","145","1710241082401","分數、小數混合四則運算"
"108343","33093","6","2","1","162013056_012","0","152","1710241081793","分數、小數混合四則運算"
"108343","33094","6","2","1","162013050_004","0","124","1710241081083","分數、小數混合四則運算"
"108343","33095","6","2","1","162012002_023","0","166","1710241080501","分數、小數混合四則運算"
"108343","33096","6","2","1","162013099_021","1","125","1710241079755","分數、小數混合四則運算"
"108343","33097","6","2","1","162013092_040","1","138","1710241079122","分數、小數混合四則運算"
"108343","33098","6","2","1","162013073_020","0","137","1710241078315","分數、小數混合四則運算"
"108343","33099","6","2","1","162012105_009","1","142","1710241077627","分數、小數混合四則運算"
"108343","33100","6","2","1","162012054_032","0","156","1710241076973","分數、小數混合四則運算"
"108343","33101","6","2","1","162014055_002","0","167","1710241076300","分數、小數混合四則運算"
"108343","33102","6","2","1","162013033_039","0","121","1710241075705","分數、小數混合四則運算"
"108343","33103","6","2","1","162013043_031","0","396","1710241075093","分數、小數混合四則運算"
"108343","33104","6","2","1","162014017_014","0","110","1710241073936","分數、小數混合四則運算"
"108343","33105","6","2","1","162014015_019","0","120","1710241073272","分數、小數混合四則運算"
"108343","33106","6","2","1","162012004_015","0","3109","1710241072483","分數、小數混合四則運算"
"108343","33107","6","2","1","162012077_034","0","511","1710241064951","分數、小數混合四則運算"
"108343","33108","6","2","1","162013086_013","0","215","1710241063915","分數、小數混合四則運算"
"108343","33109","6","2","1","162013089_031","0","125","1710241063230","分數、小數混合四則運算"
"108343","33110","6","2","1","162013121_017","0","6300","1710241062448","分數、小數混合四則運算"
"108343","33111","6","2","1","162013097_003","0","111","1710241055915","分數、小數混合四則運算"
"108343","33112","6","2","1","162014008_014","0","119","1710241055357","分數、小數混合四則運算"
"108343","33113","6","2","1","162014039_027","0","94","1710241054801","分數、小數混合四則運算"
"108343","33114","6","2","1","162013015_004","0","103","1710241054246","分數、小數混合四則運算"
"108343","33115","6","2","1","162013028_038","1","104","1710241053526","分數、小數混合四則運算"
"108343","33116","6","2","1","162013109_002","0","333","1710241052963","分數、小數混合四則運算"
"108343","33117","6","2","1","162012016_020","0","523","1710241052208","分數、小數混合四則運算"
"108343","33118","6","2","1","162014060_029","0","111","1710241051159","分數、小數混合四則運算"
"108343","33119","6","2","1","162014047_023","0","125","1710241050606","分數、小數混合四則運算"
"108343","33120","6","2","1","162012033_002","1","1205","1710241050212","分數、小數混合四則運算"
"108343","33121","6","2","1","162012080_027","0","188","1710240813082","分數、小數混合四則運算"
"108343","33122","6","2","1","162014048_036","0","221","1710240811771","分數、小數混合四則運算"
"108343","33123","6","2","1","162013042_011","1","192","1710240810177","分數、小數混合四則運算"
"108343","33124","6","2","1","162011002_003","0","400","1710240808974","分數、小數混合四則運算"
"108343","33125","6","2","1","162012054_030","0","187","1710240807653","分數、小數混合四則運算"
"108343","33126","6","2","1","162013126_011","0","264","1710240806352","分數、小數混合四則運算"
"108343","33127","6","2","1","162013036_014","0","157","1710240805072","分數、小數混合四則運算"
"108343","33128","6","2","1","162012098_022","0","111","1710240803919","分數、小數混合四則運算"
"108343","33129","6","2","1","162012054_019","0","186","1710240802844","分數、小數混合四則運算"
"108343","33130","6","2","1","162012046_028","0","176","1710240801869","分數、小數混合四則運算"
"108343","33131","6","2","1","162014056_019","0","186","1710240800680","分數、小數混合四則運算"
"108343","33132","6","2","1","162013119_026","0","139","1710240799571","分數、小數混合四則運算"
"108343","33133","6","2","1","162013011_024","1","157","1710240797004","分數、小數混合四則運算"
"108343","33134","6","2","1","162013116_022","1","124","1710240796023","分數、小數混合四則運算"
"108343","33135","6","2","1","162011001_008","0","137","1710240795043","分數、小數混合四則運算"
"108343","33136","6","2","1","162014061_036","0","116","1710240794179","分數、小數混合四則運算"
"108343","33137","6","2","1","162013071_005","1","143","1710240793323","分數、小數混合四則運算"
"108343","33138","6","2","1","162014060_031","0","107","1710240792322","分數、小數混合四則運算"
"108343","33139","6","2","1","162014058_008","1","424","1710240791489","分數、小數混合四則運算"
"108343","33140","6","2","1","162013101_032","0","188","1710240785230","分數、小數混合四則運算"
"108343","33141","6","2","1","162012023_018","1","191","1710240784319","分數、小數混合四則運算"
"108343","33142","6","2","1","162013127_002","0","193","1710240781489","分數、小數混合四則運算"
"108343","33143","6","2","1","162014071_032","0","168","1710240780497","分數、小數混合四則運算"
"108343","33144","6","2","1","162013111_037","0","192","1710240779556","分數、小數混合四則運算"
"108343","33145","6","2","1","162012043_004","0","153","1710240778573","分數、小數混合四則運算"
"108343","33146","6","2","1","162013001_039","0","127","1710240777758","分數、小數混合四則運算"
"108343","33147","6","2","1","162013060_035","1","122","1710240776951","分數、小數混合四則運算"
"108343","33148","6","2","1","162013088_032","0","133","1710240776360","分數、小數混合四則運算"
"108343","33149","6","2","1","162012073_022","0","128","1710240775769","分數、小數混合四則運算"
"108343","33150","6","2","1","162012101_033","0","159","1710240775023","分數、小數混合四則運算"
"108343","33151","6","2","1","162013010_015","0","157","1710240774256","分數、小數混合四則運算"
"108343","33152","6","2","1","162013044_002","1","131","1710240773459","分數、小數混合四則運算"
"108343","33153","6","2","1","162012035_033","0","1260","1710240772726","分數、小數混合四則運算"
"108343","33154","6","2","1","162012051_034","0","212","1710240770709","分數、小數混合四則運算"
"108343","33155","6","2","1","162013005_013","0","151","1710240769794","分數、小數混合四則運算"
"108343","33156","6","2","1","162012116_021","0","241","1710240768719","分數、小數混合四則運算"
"108343","33157","6","2","1","162013060_004","1","174","1710240767770","分數、小數混合四則運算"
"108343","33158","6","2","1","162012051_017","0","170","1710240766790","分數、小數混合四則運算"
"108343","33159","6","2","1","162012011_005","1","246","1710240766012","分數、小數混合四則運算"
"108343","33160","6","2","1","162012067_040","0","200","1710240764932","分數、小數混合四則運算"
"108343","33161","6","2","1","162013039_001","0","231","1710240764159","分數、小數混合四則運算"
"108343","33162","6","2","1","162013060_027","0","158","1710240763462","分數、小數混合四則運算"
"108343","33163","6","2","1","162013029_035","0","183","1710240762750","分數、小數混合四則運算"
"108343","33164","6","2","1","162014020_002","0","227","1710240761852","分數、小數混合四則運算"
"108343","33165","6","2","1","162012053_030","0","1035","1710240756799","分數、小數混合四則運算"
"108343","33166","6","2","1","162012026_011","0","208","1710240751271","分數、小數混合四則運算"
"108343","33167","6","2","1","162013109_004","0","307","1710240750591","分數、小數混合四則運算"
"108343","33168","6","2","1","162014058_007","0","533","1710240749709","分數、小數混合四則運算"
"108343","33169","6","2","1","162013057_040","0","156","1710240748579","分數、小數混合四則運算"
"108343","33170","6","2","1","162012110_023","0","231","1710240747879","分數、小數混合四則運算"
"108343","33171","6","2","1","162013112_019","0","144","1710240746766","分數、小數混合四則運算"
"108343","33172","6","2","1","162011002_006","0","486","1710240745846","分數、小數混合四則運算"
"108343","33173","6","2","1","162014032_034","0","111","1710240742691","分數、小數混合四則運算"
"108343","33174","6","2","1","162012003_029","0","118","1710240741941","分數、小數混合四則運算"
"108343","33175","6","2","1","162013094_016","1","1165","1710240741146","分數、小數混合四則運算"
"108343","33176","6","2","1","162012104_013","1","2289","1710240738750","分數、小數混合四則運算"
"108343","33177","6","2","1","162012027_011","1","552","1710240734094","分數、小數混合四則運算"
"108343","33178","6","2","1","162013083_016","0","1816","1710240732254","分數、小數混合四則運算"
"108343","33179","6","2","1","162012027_028","0","968","1710240726852","分數、小數混合四則運算"
"108343","33180","6","2","1","162012002_024","0","164","1710240721333","分數、小數混合四則運算"
"108343","33181","6","2","1","162012096_023","0","98","1710240720641","分數、小數混合四則運算"
"108343","33182","6","2","1","162013049_018","0","113","1710240719853","分數、小數混合四則運算"
"108343","33183","6","2","1","162013133_020","0","228","1710240719072","分數、小數混合四則運算"
"108343","33184","6","2","1","162013084_005","1","139","1710240718158","分數、小數混合四則運算"
"108343","33185","6","2","1","162013003_002","0","119","1710240717543","分數、小數混合四則運算"
"108343","33186","6","2","1","162013023_012","0","1996","1710240716788","分數、小數混合四則運算"
"108343","33187","6","2","1","162014035_033","0","752","1710240713791","分數、小數混合四則運算"
"108343","33188","6","2","1","162012067_026","1","144","1710240694056","分數、小數混合四則運算"
"108343","33189","6","2","1","162013054_010","0","269","1710240693512","分數、小數混合四則運算"
"108343","33190","6","2","1","162012013_014","0","122","1710240692779","分數、小數混合四則運算"
"108343","33191","6","2","1","162013086_014","0","11479","1710240692047","分數、小數混合四則運算"
"11312","34815","6","2","1","162012067_029","0","134","1709961558146","分數、小數混合四則運算"
"11312","34816","6","2","1","162013018_014","1","150","1709961557610","分數、小數混合四則運算"
"11312","34817","6","2","1","162013131_036","0","195","1709961556984","分數、小數混合四則運算"
"11312","34818","6","2","1","162012040_012","0","150","1709961556369","分數、小數混合四則運算"
"11312","34819","6","2","1","162013112_005","0","144","1709961555735","分數、小數混合四則運算"
"11312","34820","6","2","1","162014058_033","1","122","1709961555069","分數、小數混合四則運算"
"11312","34821","6","2","1","162014028_019","0","96","1709961554406","分數、小數混合四則運算"
"11312","34822","6","2","1","162014019_012","0","178","1709961553581","分數、小數混合四則運算"
"11312","34823","6","2","1","162013079_018","1","152","1709961552879","分數、小數混合四則運算"
"11312","34824","6","2","1","162012012_027","0","186","1709961552072","分數、小數混合四則運算"
"11312","34825","6","2","1","162013133_035","1","1390","1709961551118","分數、小數混合四則運算"
"11312","34826","6","2","1","162013096_030","0","159","1709961549169","分數、小數混合四則運算"
"11312","34827","6","2","1","162013104_010","0","137","1709961548536","分數、小數混合四則運算"
"11312","34828","6","2","1","162013053_005","0","182","1709961547914","分數、小數混合四則運算"
"11312","34829","6","2","1","162014064_018","0","149","1709961547090","分數、小數混合四則運算"
"11312","34830","6","2","1","162014018_020","1","169","1709961546452","分數、小數混合四則運算"
"11312","34831","6","2","1","162014029_011","1","137","1709961545832","分數、小數混合四則運算"
"11312","34832","6","2","1","162012031_004","1","183","1709961545168","分數、小數混合四則運算"
"11312","34833","6","2","1","162013127_034","0","137","1709961544506","分數、小數混合四則運算"
"11312","34834","6","2","1","162014043_011","0","132","1709961543906","分數、小數混合四則運算"
"11312","34835","6","2","1","162014040_040","0","130","1709961543307","分數、小數混合四則運算"
"11312","34836","6","2","1","162012112_016","0","158","1709961542725","分數、小數混合四則運算"
"11312","34837","6","2","1","162014022_014","0","74","1709961542153","分數、小數混合四則運算"
"11312","34838","6","2","1","162012104_021","0","120","1709961541643","分數、小數混合四則運算"
"11312","34839","6","2","1","162013080_027","0","142","1709961541067","分數、小數混合四則運算"
"11312","34840","6","2","1","162012110_027","0","116","1709961540454","分數、小數混合四則運算"
"11312","34841","6","2","1","162013114_010","1","104","1709961539693","分數、小數混合四則運算"
"11312","34842","6","2","1","162013006_010","0","81","1709961538803","分數、小數混合四則運算"
"11312","34843","6","2","1","162013005_016","1","176","1709961538053","分數、小數混合四則運算"
"11312","34844","6","2","1","162014025_036","0","744","1709961537259","分數、小數混合四則運算"
"11312","34845","6","2","1","162012018_015","1","288","1709961501084","分數、小數混合四則運算"
"11312","34846","6","2","1","162013093_014","0","94","1709961500111","分數、小數混合四則運算"
"11312","34847","6","2","1","162014001_023","0","257","1709961499281","分數、小數混合四則運算"
"11312","34848","6","2","1","162012012_010","0","119","1709961498141","分數、小數混合四則運算"
"11312","34849","6","2","1","162014014_010","0","158","1709961497372","分數、小數混合四則運算"
"11312","34850","6","2","1","162013116_023","0","131","1709961496565","分數、小數混合四則運算"
"11312","34851","6","2","1","162012006_001","0","187","1709961495824","分數、小數混合四則運算"
"11312","34852","6","2","1","162012038_009","1","96","1709961495230","分數、小數混合四則運算"
"11312","34853","6","2","1","162012082_035","0","136","1709961494679","分數、小數混合四則運算"
"11312","34854","6","2","1","162013051_013","0","113","1709961494088","分數、小數混合四則運算"
"11312","34855","6","2","1","162013066_034","0","349","1709961493510","分數、小數混合四則運算"
"11312","34856","6","2","1","162014028_035","0","136","1709961492680","分數、小數混合四則運算"
"11312","34857","6","2","1","162012070_013","1","136","1709961492043","分數、小數混合四則運算"
"11312","34858","6","2","1","162013002_004","0","213","1709961491280","分數、小數混合四則運算"
"11312","34859","6","2","1","162013004_004","0","148","1709961490521","分數、小數混合四則運算"
"11312","34860","6","2","1","162013035_014","1","133","1709961489893","分數、小數混合四則運算"
"11312","34861","6","2","1","162012112_039","0","135","1709961489254","分數、小數混合四則運算"
"11312","34862","6","2","1","162013087_031","0","143","1709961488663","分數、小數混合四則運算"
"11312","34863","6","2","1","162014042_040","0","674","1709961487883","分數、小數混合四則運算"
"11312","34864","6","2","1","162013056_005","0","109","1709961483957","分數、小數混合四則運算"
"11312","34865","6","2","1","162014031_002","0","135","1709961483174","分數、小數混合四則運算"
"11312","34866","6","2","1","162012077_033","1","73","1709961481738","分數、小數混合四則運算"
"11312","34867","6","2","1","162014066_008","1","123","1709961480960","分數、小數混合四則運算"
"11312","34868","6","2","1","162013045_006","0","1167","1709961480153","分數、小數混合四則運算"
"11312","34869","6","2","1","162014026_016","1","182","1709961472351","分數、小數混合四則運算"
"11312","34870","6","2","1","162013101_029","0","242","1709961471462","分數、小數混合四則運算"
"11312","34871","6","2","1","162013117_022","0","358","1709961470393","分數、小數混合四則運算"
"11312","34872","6","2","1","162013134_032","0","235","1709961469294","分數、小數混合四則運算"
"11312","34873","6","2","1","162013029_002","0","2174","1709961468114","分數、小數混合四則運算"
"11312","34874","6","2","1","162013016_005","0","173","1709961465426","分數、小數混合四則運算"
"11312","34875","6","2","1","162013097_023","0","121","1709961464439","分數、小數混合四則運算"
"11312","34876","6","2","1","162014029_005","0","147","1709961463619","分數、小數混合四則運算"
"11312","34877","6","2","1","162013009_027","0","183","1709961463007","分數、小數混合四則運算"
"11312","34878","6","2","1","162013016_031","0","348","1709961462135","分數、小數混合四則運算"
"11312","34879","6","2","1","162014043_019","0","134","1709961461268","分數、小數混合四則運算"
"11312","34880","6","2","1","162013009_005","0","114","1709961460666","分數、小數混合四則運算"
"11312","34881","6","2","1","162014031_014","0","112","1709961460068","分數、小數混合四則運算"
"11312","34882","6","2","1","162013051_030","0","149","1709961459293","分數、小數混合四則運算"
"11312","34883","6","2","1","162013109_022","0","160","1709961458414","分數、小數混合四則運算"
"11312","34884","6","2","1","162014021_005","0","408","1709961455215","分數、小數混合四則運算"
"11312","34885","6","2","1","162012109_033","0","172","1709961454383","分數、小數混合四則運算"
"11312","34886","6","2","1","162014033_016","0","214","1709961453751","分數、小數混合四則運算"
"11312","34887","6","2","1","162014006_033","1","162","1709961453070","分數、小數混合四則運算"
"11312","34888","6","2","1","162013027_020","0","250","1709961452412","分數、小數混合四則運算"
"11312","34889","6","2","1","162013018_002","0","165","1709961450338","分數、小數混合四則運算"
"11312","34890","6","2","1","162014004_035","0","191","1709961449738","分數、小數混合四則運算"
"11312","34891","6","2","1","162012079_004","0","148","1709961449292","分數、小數混合四則運算"
"11312","34892","6","2","1","162013006_036","0","131","1709961448660","分數、小數混合四則運算"
"11312","34893","6","2","1","162014035_031","1","116","1709961448254","分數、小數混合四則運算"
"11312","34894","6","2","1","162013122_022","1","111","1709961447676","分數、小數混合四則運算"
"11312","34895","6","2","1","162014028_034","0","140","1709961446907","分數、小數混合四則運算"
"11312","34896","6","2","1","162012050_003","0","108","1709961445968","分數、小數混合四則運算"
"11312","34897","6","2","1","162013123_022","0","129","1709961445385","分數、小數混合四則運算"
"11312","34898","6","2","1","162012109_014","0","128","1709961444808","分數、小數混合四則運算"
"11312","34899","6","2","1","162012106_020","1","163","1709961444026","分數、小數混合四則運算"
"11312","34900","6","2","1","162012028_011","1","533","1709961443600","分數、小數混合四則運算"
"11312","34901","6","2","1","162014026_014","1","190","1709961441297","分數、小數混合四則運算"
"11312","34902","6","2","1","162013018_037","0","137","1709961440668","分數、小數混合四則運算"
"11312","34903","6","2","1","162014038_029","1","103","1709961440284","分數、小數混合四則運算"
"11312","34904","6","2","1","162012027_037","1","111","1709961439906","分數、小數混合四則運算"
"11312","34905","6","2","1","162012050_012","1","105","1709961439381","分數、小數混合四則運算"
"11312","34906","6","2","1","162012063_013","0","132","1709961438841","分數、小數混合四則運算"
"11312","34907","6","2","1","162012108_003","0","145","1709961438464","分數、小數混合四則運算"
"11312","34908","6","2","1","162013103_039","0","124","1709961438101","分數、小數混合四則運算"
"11312","34909","6","2","1","162013105_013","1","148","1709961437712","分數、小數混合四則運算"
"11312","34910","6","2","1","162014014_001","0","118","1709961437347","分數、小數混合四則運算"
"11312","34911","6","2","1","162012044_021","1","154","1709961436827","分數、小數混合四則運算"
"11312","34912","6","2","1","162013101_037","0","143","1709961436424","分數、小數混合四則運算"
"11312","34913","6","2","1","162013099_030","0","239","1709961435491","分數、小數混合四則運算"
"11312","34914","6","2","1","162013126_032","1","673","1709961434798","分數、小數混合四則運算"
"11312","34915","6","2","1","162012086_029","0","132","1709961286500","分數、小數混合四則運算"
"11312","34916","6","2","1","162012091_001","0","130","1709961285869","分數、小數混合四則運算"
"11312","34917","6","2","1","162012062_007","1","146","1709961285281","分數、小數混合四則運算"
"11312","34918","6","2","1","162013003_033","0","160","1709961284678","分數、小數混合四則運算"
"11312","34919","6","2","1","162012116_006","0","130","1709961283910","分數、小數混合四則運算"
"11312","34920","6","2","1","162013103_010","0","128","1709961283050","分數、小數混合四則運算"
"11312","34921","6","2","1","162012028_020","1","139","1709961282098","分數、小數混合四則運算"
"11312","34922","6","2","1","162013029_015","1","128","1709961281344","分數、小數混合四則運算"
"11312","34923","6","2","1","162013041_028","1","136","1709961280616","分數、小數混合四則運算"
"11312","34924","6","2","1","162014007_039","0","127","1709961279890","分數、小數混合四則運算"
"11312","34925","6","2","1","162013134_020","0","98","1709961279258","分數、小數混合四則運算"
"11312","34926","6","2","1","162014036_030","0","69","1709961278389","分數、小數混合四則運算"
"11312","34927","6","2","1","162012099_014","1","30438","1709961277671","分數、小數混合四則運算"
"11312","34928","6","2","1","162013131_032","1","120","1709961246029","分數、小數混合四則運算"
"11312","34929","6","2","1","162012099_017","0","125","1709961245459","分數、小數混合四則運算"
"11312","34930","6","2","1","162012053_037","0","164","1709961244894","分數、小數混合四則運算"
"11312","34931","6","2","1","162013035_014","1","125","1709961244295","分數、小數混合四則運算"
"11312","34932","6","2","1","162013102_017","0","102","1709961243758","分數、小數混合四則運算"
"11312","34933","6","2","1","162013073_005","1","112","1709961243060","分數、小數混合四則運算"
"11312","34934","6","2","1","162012019_032","0","119","1709961242490","分數、小數混合四則運算"
"11312","34935","6","2","1","162013028_007","0","141","1709961241939","分數、小數混合四則運算"
"11312","34936","6","2","1","162012076_038","1","85","1709961241266","分數、小數混合四則運算"
"11312","34937","6","2","1","162014034_033","0","84","1709961240787","分數、小數混合四則運算"
"11312","34938","6","2","1","162013001_009","0","76","1709961240374","分數、小數混合四則運算"
"11312","34939","6","2","1","162012062_007","1","40","1709961239982","分數、小數混合四則運算"
"11312","34940","6","2","1","162012058_010","0","103","1709961239582","分數、小數混合四則運算"
"11312","34941","6","2","1","162013101_004","0","120","1709961239055","分數、小數混合四則運算"
"11312","34942","6","2","1","162012093_033","0","53","1709961238468","分數、小數混合四則運算"
"11312","34943","6","2","1","162013083_019","0","106","1709961238018","分數、小數混合四則運算"
"11312","34944","6","2","1","162013064_037","0","91","1709961237487","分數、小數混合四則運算"
"11312","34945","6","2","1","162014046_004","1","202","1709961236991","分數、小數混合四則運算"
"11312","34946","6","2","1","162014042_031","0","70","1709961236356","分數、小數混合四則運算"
"11312","34947","6","2","1","162013032_033","0","67","1709961235905","分數、小數混合四則運算"
"11312","34948","6","2","1","162012075_016","1","172","1709961235382","分數、小數混合四則運算"
"11312","34949","6","2","1","162013108_021","1","243","1709961234763","分數、小數混合四則運算"
"11312","34950","6","2","1","162013101_040","1","690","1709961233966","分數、小數混合四則運算"
"11312","34951","6","2","1","162013042_015","0","167","1709961231280","分數、小數混合四則運算"
"11312","34952","6","2","1","162013017_037","0","166","1709961230537","分數、小數混合四則運算"
"11312","34953","6","2","1","162012091_020","0","88","1709961229840","分數、小數混合四則運算"
"11312","34954","6","2","1","162013086_001","0","2559","1709961228973","分數、小數混合四則運算"
"11312","34955","6","2","1","162013127_015","1","104","1709961225915","分數、小數混合四則運算"
"11312","34956","6","2","1","162013135_010","0","174","1709961225301","分數、小數混合四則運算"
"11312","34957","6","2","1","162013112_035","1","119","1709961224644","分數、小數混合四則運算"
"11312","34958","6","2","1","162013019_004","0","137","1709961224030","分數、小數混合四則運算"
"11312","34959","6","2","1","162012007_009","0","167","1709961223425","分數、小數混合四則運算"
"11312","34960","6","2","1","162013041_016","0","178","1709961222715","分數、小數混合四則運算"
"11312","34961","6","2","1","162014003_034","0","823","1709961222088","分數、小數混合四則運算"
"11312","34962","6","2","1","162014034_025","1","209","1709961218696","分數、小數混合四則運算"
"11312","34963","6","2","1","162014004_015","0","185","1709961217988","分數、小數混合四則運算"
"11312","34964","6","2","1","162012094_039","0","137","1709961217291","分數、小數混合四則運算"
"11312","34965","6","2","1","162013039_023","0","167","1709961216630","分數、小數混合四則運算"
"11312","34966","6","2","1","162013044_003","0","160","1709961215908","分數、小數混合四則運算"
"11312","34967","6","2","1","162012097_007","1","152","1709961215245","分數、小數混合四則運算"
"11312","34968","6","2","1","162013118_018","0","172","1709961214566","分數、小數混合四則運算"
"11312","34969","6","2","1","162014032_037","0","163","1709961213858","分數、小數混合四則運算"
"11312","34970","6","2","1","162014024_011","0","137","1709961213186","分數、小數混合四則運算"
"11312","34971","6","2","1","162014031_020","0","153","1709961212296","分數、小數混合四則運算"
"11312","34972","6","2","1","162012047_001","1","165","1709961211437","分數、小數混合四則運算"
"11312","34973","6","2","1","162013013_002","0","190","1709961210532","分數、小數混合四則運算"
"11312","34974","6","2","1","162012090_009","0","185","1709961209633","分數、小數混合四則運算"
"11312","34975","6","2","1","162014051_013","0","123","1709961208719","分數、小數混合四則運算"
"11312","34976","6","2","1","162013026_012","0","182","1709961207901","分數、小數混合四則運算"
"11312","34977","6","2","1","162013099_022","1","139","1709961206963","分數、小數混合四則運算"
"11312","34978","6","2","1","162012038_027","0","165","1709961205182","分數、小數混合四則運算"
"11312","34979","6","2","1","162013112_029","0","311","1709961204293","分數、小數混合四則運算"
"11312","34980","6","2","1","162014008_039","0","178","1709961203326","分數、小數混合四則運算"
"11312","34981","6","2","1","162013042_022","0","170","1709961202609","分數、小數混合四則運算"
"11312","34982","6","2","1","162012096_022","0","86","1709961201962","分數、小數混合四則運算"
"11312","34983","6","2","1","162013076_001","1","141","1709961200059","分數、小數混合四則運算"
"11312","34984","6","2","1","162013074_025","1","129","1709961199442","分數、小數混合四則運算"
"11312","34985","6","2","1","162013114_037","0","115","1709961198828","分數、小數混合四則運算"
"11312","34986","6","2","1","162014051_034","0","119","1709961198213","分數、小數混合四則運算"
"11312","34987","6","2","1","162014053_027","0","143","1709961197581","分數、小數混合四則運算"
"11312","34988","6","2","1","162014009_003","0","123","1709961196731","分數、小數混合四則運算"
"11312","34989","6","2","1","162014033_021","1","641","1709961195137","分數、小數混合四則運算"
"11312","34990","6","2","1","162012035_007","0","465","1709961193733","分數、小數混合四則運算"
"11312","34991","6","2","1","162014001_029","0","471","1709961192697","分數、小數混合四則運算"
"11312","34992","6","2","1","162013051_037","1","337","1709961191578","分數、小數混合四則運算"
"11312","34993","6","2","1","162014028_028","1","286","1709961190524","分數、小數混合四則運算"
"11312","34994","6","2","1","162012031_014","1","588","1709961189274","分數、小數混合四則運算"
"11312","34995","6","2","1","162012031_006","0","3530","1709961186986","分數、小數混合四則運算"
"11312","34996","6","2","1","162014036_036","0","4550","1709961181537","分數、小數混合四則運算"
"11312","34997","6","2","1","162014041_036","0","662","1709961176114","分數、小數混合四則運算"
"11312","34998","6","2","1","162012044_031","0","6916","1709961174618","分數、小數混合四則運算"
"11312","34999","6","2","1","162013130_032","1","196","1709961167302","分數、小數混合四則運算"
"11312","35000","6","2","1","162012026_037","0","148","1709961166584","分數、小數混合四則運算"
"11312","35001","6","2","1","162012036_007","0","162","1709961165946","分數、小數混合四則運算"
"11312","35002","6","2","1","162013061_027","0","137","1709961165300","分數、小數混合四則運算"
"11312","35003","6","2","1","162012066_014","0","120","1709961164658","分數、小數混合四則運算"
"11312","35004","6","2","1","162012047_013","0","109","1709961164061","分數、小數混合四則運算"
"11312","35005","6","2","1","162012009_014","1","143","1709961163306","分數、小數混合四則運算"
"11312","35006","6","2","1","162012033_024","1","156","1709961162700","分數、小數混合四則運算"
"11312","35007","6","2","1","162012001_005","0","120","1709961162094","分數、小數混合四則運算"
"11312","35008","6","2","1","162013087_004","0","137","1709961161493","分數、小數混合四則運算"
"11312","35009","6","2","1","162013035_032","0","118","1709961160704","分數、小數混合四則運算"
"11312","35010","6","2","1","162013071_030","0","156","1709961159929","分數、小數混合四則運算"
"11312","35011","6","2","1","162013012_031","0","121","1709961158344","分數、小數混合四則運算"
"11312","35012","6","2","1","162012103_026","0","150","1709961157766","分數、小數混合四則運算"
"11312","35013","6","2","1","162012108_040","0","111","1709961157030","分數、小數混合四則運算"
"11312","35014","6","2","1","162014033_018","0","136","1709961156454","分數、小數混合四則運算"
"11312","35015","6","2","1","162013048_002","1","242","1709961155863","分數、小數混合四則運算"
"11312","35016","6","2","1","162013127_031","0","122","1709961155185","分數、小數混合四則運算"
"11312","35017","6","2","1","162012078_010","1","107","1709961154650","分數、小數混合四則運算"
"11312","35018","6","2","1","162012031_007","0","1281","1709961153873","分數、小數混合四則運算"
"11312","52378","6","2","1","162013027_021","1","25277","1706793879503","分數、小數混合四則運算"
"11312","52379","6","2","1","162014070_021","0","190","1706793853503","分數、小數混合四則運算"
"11312","52380","6","2","1","162012067_029","0","188","1706793852799","分數、小數混合四則運算"
