"user_sn","review_sn","indicator_name","subject_name","video_name","video_len","start_timestamp","start_time","end_timestamp","end_time","finish_rate"
"112627","106342412","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 08:23:05","20.13","2024-02-27 08:23:30","5"
"203770","106342688","能理解分數乘法的意涵，並解決生活中相關問題。","數學","video:5-n-08-S06","392.311","0.00","2024-02-27 08:23:25","392.28","2024-02-27 08:33:23","100"
"112627","106342951","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 08:23:44","274.57","2024-02-27 08:25:21","100"
"313897","106343039","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 08:23:50","53.24","2024-02-27 08:24:47","15"
"32737","106343203","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 08:24:00","357.40","2024-02-27 08:30:54","100"
"246112","106343538","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","0.00","2024-02-27 08:24:24","4.60","2024-02-27 08:24:34","1"
"260818","106343824","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 08:24:43","175.72","2024-02-27 08:30:28","59"
"246112","106343955","能理解分數乘法的意涵，並解決生活中相關問題。","數學","video:5-n-08-S06","392.311","0.00","2024-02-27 08:24:51","392.28","2024-02-27 08:25:00","100"
"313897","106344116","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","53.24","2024-02-27 08:25:02","357.40","2024-02-27 08:32:34","100"
"246112","106344233","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","0.00","2024-02-27 08:25:11","261.53","2024-02-27 08:31:27","51"
"112627","106344641","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","20.13","2024-02-27 08:25:40","73.62","2024-02-27 08:30:05","19"
"223594","106344919","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 08:26:00","91.07","2024-02-27 08:28:01","31"
"255091","106347176","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 08:29:13","0.00","2024-02-27 08:31:15","0"
"106042","106347360","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 08:29:29","5.61","2024-02-27 08:29:48","2"
"54952","106347583","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","228.00","2024-02-27 08:29:48","274.57","2024-02-27 08:31:21","100"
"272527","106348385","能解決真分數除以整數的應用問題。","數學108","video:N-5-7-S01","296.200","0.00","2024-02-27 08:31:00","296.20","2024-02-27 08:36:03","100"
"255091","106348582","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 08:31:17","296.12","2024-02-27 08:31:35","100"
"272527","106348756","能解決假分數除以整數的應用問題。","數學108","video:N-5-7-S02","295.800","0.00","2024-02-27 08:31:35","295.80","2024-02-27 08:36:55","100"
"255091","106348773","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 08:31:36","296.12","2024-02-27 08:31:46","100"
"272527","106351867","能解決帶分數除以整數的應用問題。","數學108","video:N-5-7-S03","353.240","0.00","2024-02-27 08:36:19","148.62","2024-02-27 08:48:31","42"
"203770","106428932","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:33:21","274.57","2024-02-27 12:44:50","100"
"162052","106429074","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:34:41","274.57","2024-02-27 13:10:31","100"
"243283","106429154","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 12:35:25","357.40","2024-02-27 12:42:44","100"
"223594","106429234","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","13.09","2024-02-27 12:36:02","296.12","2024-02-27 12:50:14","100"
"269746","106429284","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","281.02","2024-02-27 12:36:26","395.56","2024-02-27 12:41:27","100"
"65038","106429568","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 12:38:19","296.12","2024-02-27 12:51:06","100"
"288079","106429800","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:39:36","274.57","2024-02-27 12:46:04","100"
"106042","106429859","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","5.61","2024-02-27 12:39:54","296.12","2024-02-27 12:48:20","100"
"200920","106430064","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","0.00","2024-02-27 12:40:48","518.05","2024-02-27 13:08:35","100"
"15995","106430134","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","412.72","2024-02-27 12:41:04","518.05","2024-02-27 12:48:25","100"
"201286","106430173","能理解分數乘法的意涵，並解決生活中相關問題。","數學","video:5-n-08-S06","392.311","107.75","2024-02-27 12:41:15","174.48","2024-02-27 12:43:17","45"
"313897","106430193","能解決不規則形狀物體體積的問題。","數學","video:5-n-21-S04","335.041","0.00","2024-02-27 12:41:20","335.00","2024-02-27 12:51:34","100"
"112627","106430302","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","73.62","2024-02-27 12:41:42","395.56","2024-02-27 13:03:10","100"
"269746","106430396","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 12:41:57","357.40","2024-02-27 12:51:31","100"
"122416","106430557","能理解分數乘法的意涵，並解決生活中相關問題。","數學","video:5-n-08-S06","392.311","0.00","2024-02-27 12:42:28","69.17","2024-02-27 12:46:49","18"
"54952","106430662","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 12:42:47","395.56","2024-02-27 13:03:59","100"
"243283","106430713","能解決不規則形狀物體體積的問題。","數學","video:5-n-21-S04","335.041","0.00","2024-02-27 12:42:56","335.00","2024-02-27 12:52:46","100"
"38614","106430905","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 12:43:27","296.12","2024-02-27 12:53:02","100"
"201286","106430992","能理解分數乘法的意涵，並解決生活中相關問題。","數學","video:5-n-08-S06","392.311","174.48","2024-02-27 12:43:42","392.28","2024-02-27 12:48:53","100"
"255091","106431158","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 12:44:05","296.12","2024-02-27 12:48:27","100"
"14503","106431565","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 12:45:04","357.40","2024-02-27 12:55:02","100"
"203770","106431838","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 12:45:41","214.49","2024-02-27 12:52:49","54"
"314389","106432068","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","265.74","2024-02-27 12:46:13","518.11","2024-02-27 12:51:55","100"
"246112","106432136","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","261.53","2024-02-27 12:46:20","474.60","2024-02-27 12:52:09","92"
"288079","106432237","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:46:34","274.57","2024-02-27 12:51:24","100"
"260818","106432649","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","175.72","2024-02-27 12:47:30","296.12","2024-02-27 12:50:13","100"
"122416","106432852","能理解分數乘法的意涵，並解決生活中相關問題。","數學","video:5-n-08-S06","392.311","0.00","2024-02-27 12:47:57","376.90","2024-02-27 12:58:26","96"
"255091","106433229","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:48:46","274.57","2024-02-27 12:55:24","100"
"15995","106433259","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 12:48:49","296.12","2024-02-27 13:04:51","100"
"201286","106433410","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","0.00","2024-02-27 12:49:09","0.00","2024-02-27 12:49:20","0"
"201286","106433592","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","0.00","2024-02-27 12:49:31","0.00","2024-02-27 12:49:38","0"
"201286","106433648","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","0.00","2024-02-27 12:49:38","72.87","2024-02-27 12:51:03","14"
"106042","106433839","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:50:02","274.57","2024-02-27 12:58:27","100"
"260818","106434021","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 12:50:24","123.22","2024-02-27 12:51:08","42"
"223594","106434086","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:50:33","274.57","2024-02-27 12:55:09","100"
"201286","106434386","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","72.87","2024-02-27 12:51:09","159.71","2024-02-27 12:52:52","31"
"162052","106434402","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 12:51:12","296.12","2024-02-27 12:58:37","100"
"288079","106434603","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 12:51:36","395.56","2024-02-27 13:05:12","100"
"269746","106434654","能解決不規則形狀物體體積的問題。","數學","video:5-n-21-S04","335.041","0.00","2024-02-27 12:51:42","48.59","2024-02-27 12:54:13","15"
"246112","106434902","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","465.62","2024-02-27 12:52:12","465.62","2024-02-27 12:52:25","90"
"246112","106435095","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","464.72","2024-02-27 12:52:34","464.72","2024-02-27 12:52:40","90"
"246112","106435199","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","464.72","2024-02-27 12:52:49","470.78","2024-02-27 12:53:01","91"
"203770","106435249","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","121.66","2024-02-27 12:52:57","395.56","2024-02-27 13:03:17","100"
"201286","106435346","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","159.71","2024-02-27 12:53:10","246.57","2024-02-27 12:54:44","48"
"246112","106435378","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","470.78","2024-02-27 12:53:13","518.05","2024-02-27 12:54:09","100"
"38614","106435380","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:53:13","274.57","2024-02-27 13:03:14","100"
"314389","106435393","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 12:53:14","296.17","2024-02-27 13:01:14","100"
"65038","106435414","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:53:17","274.57","2024-02-27 13:07:11","100"
"260818","106435465","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:53:24","274.57","2024-02-27 13:00:36","100"
"246112","106435849","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","0.00","2024-02-27 12:54:11","518.05","2024-02-27 12:54:27","100"
"269746","106435912","能解決不規則形狀物體體積的問題。","數學","video:5-n-21-S04","335.041","48.59","2024-02-27 12:54:21","102.72","2024-02-27 12:57:39","31"
"246112","106435990","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","0.00","2024-02-27 12:54:30","518.05","2024-02-27 12:54:38","100"
"246112","106436074","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","0.00","2024-02-27 12:54:41","518.05","2024-02-27 12:56:49","100"
"201286","106436286","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","246.57","2024-02-27 12:55:08","307.49","2024-02-27 12:56:26","59"
"223594","106436314","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:55:12","0.01","2024-02-27 13:03:27","0"
"255091","106436436","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:55:29","274.57","2024-02-27 12:59:48","100"
"14503","106436684","能解決不規則形狀物體體積的問題。","數學","video:5-n-21-S04","335.041","0.00","2024-02-27 12:56:08","335.00","2024-02-27 13:06:48","100"
"201286","106436920","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","307.49","2024-02-27 12:56:45","518.05","2024-02-27 13:01:02","100"
"246112","106437449","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 12:58:07","0.46","2024-02-27 12:58:12","0"
"246112","106437544","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 12:58:21","1.80","2024-02-27 12:58:29","1"
"269746","106437643","能解決不規則形狀物體體積的問題。","數學","video:5-n-21-S04","335.041","102.72","2024-02-27 12:58:33","147.00","2024-02-27 12:59:49","44"
"122416","106437830","能理解分數乘法的意涵，並解決生活中相關問題。","數學","video:5-n-08-S06","392.311","376.90","2024-02-27 12:58:59","392.31","2024-02-27 12:59:20","100"
"246112","106438068","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","0.00","2024-02-27 12:59:31","0.00","2024-02-27 13:05:25","0"
"106042","106438179","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 12:59:46","395.56","2024-02-27 13:12:39","100"
"255091","106438204","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 12:59:50","274.57","2024-02-27 13:00:56","100"
"122416","106438220","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","0.00","2024-02-27 12:59:52","17.39","2024-02-27 13:00:28","3"
"122416","106438474","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","17.39","2024-02-27 13:00:35","463.68","2024-02-27 13:08:25","90"
"269746","106438545","能解決不規則形狀物體體積的問題。","數學","video:5-n-21-S04","335.041","113.25","2024-02-27 13:00:47","335.00","2024-02-27 13:11:36","100"
"255091","106438663","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:01:05","395.56","2024-02-27 13:08:38","100"
"201286","106438808","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 13:01:31","0.00","2024-02-27 13:01:49","0"
"260818","106438869","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:01:43","395.56","2024-02-27 13:12:18","100"
"201286","106438940","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 13:01:56","0.00","2024-02-27 13:07:05","0"
"314389","106438989","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 13:02:04","274.62","2024-02-27 13:11:17","100"
"112627","106439383","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:03:20","395.56","2024-02-27 13:05:50","100"
"38614","106439387","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:03:22","395.56","2024-02-27 13:19:42","100"
"223594","106439471","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:03:38","395.56","2024-02-27 13:19:19","100"
"54952","106439836","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 13:04:52","357.40","2024-02-27 13:12:16","100"
"15995","106439922","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 13:05:10","274.57","2024-02-27 13:14:15","100"
"246112","106440038","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","1.80","2024-02-27 13:05:35","296.12","2024-02-27 13:15:00","100"
"112627","106440516","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 13:07:00","183.64","2024-02-27 13:15:10","51"
"201286","106440594","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:07:16","284.17","2024-02-27 13:12:08","72"
"65038","106440730","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:07:44","342.24","2024-02-27 13:21:56","87"
"203770","106440963","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 13:08:35","357.40","2024-02-27 13:16:54","100"
"255091","106441001","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:08:44","115.97","2024-02-27 13:11:22","29"
"288079","106441025","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:08:49","395.56","2024-02-27 13:15:08","100"
"122416","106441028","了解分數乘法中，被乘數、乘數和積的關係。","數學","video:5-n-08-S07","518.112","463.68","2024-02-27 13:08:50","518.11","2024-02-27 13:10:53","100"
"162052","106441544","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:10:46","395.56","2024-02-27 13:22:17","100"
"200920","106441609","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 13:11:03","296.12","2024-02-27 13:22:05","100"
"314389","106441693","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:11:25","395.60","2024-02-27 13:20:32","100"
"255091","106441734","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","107.26","2024-02-27 13:11:36","395.56","2024-02-27 13:21:35","100"
"122416","106441735","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 13:11:36","25.37","2024-02-27 13:12:03","9"
"54952","106441992","能解決不規則形狀物體體積的問題。","數學","video:5-n-21-S04","335.041","0.00","2024-02-27 13:12:29","335.00","2024-02-27 13:20:36","100"
"260818","106442031","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 13:12:39","357.40","2024-02-27 13:19:05","100"
"106042","106442150","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 13:13:01","357.40","2024-02-27 13:20:05","100"
"122416","106442321","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","25.04","2024-02-27 13:13:43","296.17","2024-02-27 13:20:19","100"
"201286","106442403","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:14:01","129.36","2024-02-27 13:16:54","33"
"15995","106442465","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 13:14:17","274.57","2024-02-27 13:18:10","100"
"288079","106442702","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 13:15:17","357.40","2024-02-27 13:25:28","100"
"246112","106442708","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 13:15:19","0.00","2024-02-27 13:15:45","0"
"246112","106442829","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 13:15:47","296.12","2024-02-27 13:15:58","100"
"246112","106442871","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 13:15:59","0.00","2024-02-27 13:16:02","0"
"246112","106442899","能解決真分數除以整數的應用問題。","數學","video:5-n-09-S01","296.171","0.00","2024-02-27 13:16:05","296.12","2024-02-27 13:16:19","100"
"112627","106443129","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","265.12","2024-02-27 13:16:59","357.40","2024-02-27 13:19:08","100"
"246112","106443226","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 13:17:27","0.26","2024-02-27 13:19:37","0"
"201286","106443441","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 13:18:14","0.16","2024-02-27 13:18:18","0"
"15995","106443495","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:18:25","123.13","2024-02-27 13:21:22","31"
"260818","106443736","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:19:19","78.94","2024-02-27 13:20:32","20"
"246112","106443853","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 13:19:46","119.50","2024-02-27 13:24:07","44"
"38614","106443879","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 13:19:52","126.43","2024-02-27 13:22:50","35"
"255091","106444341","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 13:21:36","0.00","2024-02-27 13:21:41","0"
"162052","106444576","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 13:22:27","0.00","2024-02-27 13:22:37","0"
"65038","106556262","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-27 21:48:36","271.02","2024-02-27 21:48:51","99"
"65038","106556309","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","271.02","2024-02-27 21:49:00","274.60","2024-02-27 21:49:10","100"
"65038","106556333","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-27 21:49:18","10.62","2024-02-27 21:49:55","3"
"65038","106556515","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","10.62","2024-02-27 21:51:22","395.58","2024-02-27 22:07:58","100"
"65038","106556538","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 21:51:38","357.40","2024-02-27 22:00:29","100"
"65038","106557170","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-27 22:00:30","357.40","2024-02-27 22:00:46","100"
"65038","106557672","能解決不規則形狀物體體積的問題。","數學","video:5-n-21-S04","335.041","0.00","2024-02-27 22:08:48","8.34","2024-02-27 22:10:02","3"
"314389","106569072","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-28 10:35:11","357.40","2024-02-28 10:45:25","100"
"65038","106571735","能解決不規則形狀物體體積的問題。","數學","video:5-n-21-S04","335.041","8.34","2024-02-28 11:12:13","335.02","2024-02-28 11:45:51","100"
"316786","106579205","字形[五]/字體字形1","國語文108","字形[五]/字體字形1","107.867","0.00","2024-02-28 13:06:00","107.93","2024-02-28 13:07:56","100"
"316786","106579523","字形[五]/字體字形2","國語文108","字形[五]/字體字形2","145.900","0.00","2024-02-28 13:11:00","145.94","2024-02-28 13:14:17","100"
"316786","106579956","健康體適能(一)","健康與體育","健康體適能(一)","592.597","0.00","2024-02-28 13:16:53","592.62","2024-02-28 13:27:43","100"
"316786","106580884","認識「萬」、「十萬」、「百萬」、「千萬」及「億、兆」的位名，並能做大數（位名在千兆以內）數的說、讀、聽、寫。","數學108","video:N-5-1-S01","548.720","0.00","2024-02-28 13:30:36","548.72","2024-02-28 13:39:50","100"
"316786","106582502","生活中的搖晃與震動","防災","生活中的搖晃與震動","160.450","0.00","2024-02-28 13:52:14","160.47","2024-02-28 13:55:34","100"
"316786","106582838","生活中的搖晃與震動","防災","生活中的搖晃與震動","160.450","0.00","2024-02-28 13:56:16","31.42","2024-02-28 13:56:32","20"
"15995","106584414","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-28 14:19:46","222.49","2024-02-28 14:30:27","56"
"15995","106585031","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","222.49","2024-02-28 14:31:42","395.58","2024-02-28 15:48:03","100"
"316786","106585337","語音-The PH Sound","英語108","語音-ThePHSound","173.504","0.00","2024-02-28 14:36:11","173.53","2024-02-28 14:39:14","100"
"316786","106586054","能在具體情境中將乘法對減法的分配律運用於簡化計算。","數學","video:5-a-01-S04","334.158","0.00","2024-02-28 14:47:51","334.16","2024-02-28 14:54:31","100"
"316786","106586758","能理解乘法對減法的分配律。","數學","video:5-a-01-S03","414.639","0.00","2024-02-28 14:57:42","414.64","2024-02-28 15:05:25","100"
"15995","106590235","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-28 15:48:23","357.40","2024-02-28 16:01:31","100"
"246112","106601938","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","119.50","2024-02-28 18:52:08","163.67","2024-02-28 18:53:14","60"
"246112","106602130","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","163.67","2024-02-28 18:54:11","163.79","2024-02-28 18:54:18","60"
"246112","106602200","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","163.79","2024-02-28 18:54:54","274.60","2024-02-28 18:58:53","100"
"246112","106602581","能了解容積的意義及其常用的單位。","數學","video:5-n-21-S01","274.622","0.00","2024-02-28 18:59:08","274.60","2024-02-28 18:59:15","100"
"246112","106602610","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-28 18:59:21","395.58","2024-02-28 19:08:06","100"
"246112","106603180","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-28 19:08:26","395.58","2024-02-28 19:08:32","100"
"246112","106603185","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-28 19:08:33","395.58","2024-02-28 19:08:37","100"
"255091","106619161","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-28 21:39:35","123.84","2024-02-28 21:47:08","35"
"255091","106619895","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","123.84","2024-02-28 21:47:17","126.56","2024-02-28 21:47:28","35"
"255091","106620348","能了解容量、容積與體積的關係。","數學","video:5-n-21-S02","395.599","0.00","2024-02-28 21:52:18","281.77","2024-02-28 21:52:56","71"
"255091","106620427","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","126.56","2024-02-28 21:53:19","126.56","2024-02-28 21:53:25","35"
"255091","106620442","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","126.56","2024-02-28 21:53:30","357.40","2024-02-28 21:58:04","100"
"255091","106620796","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-28 21:58:08","357.40","2024-02-28 21:58:15","100"
"255091","106620809","能解決容量、容積和體積間的相關問題。","數學","video:5-n-21-S03","357.425","0.00","2024-02-28 21:58:17","357.40","2024-02-28 21:58:37","100"
"255091","106620855","能解決不規則形狀物體體積的問題。","數學","video:5-n-21-S04","335.041","0.00","2024-02-28 21:58:50","335.02","2024-02-28 22:05:13","100"
"42415","106628966","能解決整數乘以小數的直式問題。","數學108","video:N-5-8-S01","417.000","0.00","2024-02-29 07:32:47","377.93","2024-02-29 07:41:51","91"
"13328","106629027","能解決整數乘以小數的直式問題。","數學108","video:N-5-8-S01","417.000","0.00","2024-02-29 07:34:33","417.00","2024-02-29 07:41:33","100"
"221236","106629075","認識星空與星座","自然108","INc-Ⅲ-14-01","764.231","0.00","2024-02-29 07:35:23","158.97","2024-02-29 07:44:56","21"
